fbgn,num_frags_ttest,manual_model_check,sum_frags_le05,ttest_minpval,num_frags_ttest_0_ratio2_F,num_frags_ttest_0_ratio2_M,num_frags_ttest_0_ratio2_U,num_frags_ttest_0_trend_F,num_frags_ttest_0_trend_M,num_frags_ttest_0_trend_U,num_frags_ttest_1_ratio2_F,num_frags_ttest_1_ratio2_M,num_frags_ttest_1_ratio2_U,num_frags_ttest_1_trend_F,num_frags_ttest_1_trend_M,num_frags_ttest_1_trend_U,num_k4_none,num_k4_fem,num_k4_male,num_k4_both,sum_fragments_k4,gene_k4,num_k27_fem,num_k27_none,num_k27_male,num_k27_both,sum_fragments_k27,gene_k27,num_rna_none,num_rna_both,num_rna_fem,num_rna_male,sum_fragments_rna_detected,gene_rna,num_frag_not_detected05,num_frag_detected05,flag_rna_detected05,symbol,chrom,start,end,strand,num_transcripts,flag_single_transcript,xsome,flag_4Y,flag_X,flag_Y,gene_ratio2_ttest,gene_trend_ttest,flag_any_k4,flag_has_male_k4,flag_has_female_k4,flag_male_limited_k4,flag_female_limited_k4,flag_sex_limited_k4,flag_any_k27,flag_has_male_k27,flag_has_female_k27,flag_male_limited_k27,flag_female_limited_k27,flag_sex_limited_k27,flag_expressed,flag_expressed_M,flag_expressed_F,flag_sex_limited,flag_male_limited,flag_female_limited,flag_low_express,flag_sex_biased,flag_U,flag_M,flag_MP,flag_F,flag_FP,flag_MF,flag_MFP
FBgn0181976,,,,,,,,,,,,,,,,,2,0,2,1,3,male_and_unb,1,4,0,0,1,fem,5,0,0,0,0,none,5,0,0,Dsim\GD10201,Scf_2R,4704704,4705903,-,2,0,A,0,0,0,,,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FBgn0181977,20.0,4.0,0.0,0.1048,0.0,0.0,20.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2,18,20,male_and_unb,0,21,0,0,0,none,1,20,0,0,20,both,4,17,1,Dsim\GD10202,Scf_2R,4685044,4702730,-,7,0,A,0,0,0,unbiased,unbiased,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
FBgn0181978,9.0,1.0,0.0,0.2624,0.0,0.0,9.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,9,9,unb,0,9,0,0,0,none,0,9,0,0,9,both,0,9,1,Dsim\GD10203,Scf_2R,4679059,4682923,-,2,0,A,0,0,0,unbiased,unbiased,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
FBgn0181979,6.0,2.0,0.0,0.1180,0.0,3.0,3.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,5,6,male_and_unb,0,6,0,0,0,none,0,6,0,0,6,both,6,0,0,Dsim\GD10204,Scf_2R,4676646,4679028,-,2,0,A,0,0,0,unbiased,unbiased,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0
FBgn0181983,4.0,1.0,1.0,0.0302,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0,0,3,3,unb,0,4,0,0,0,none,0,4,0,0,4,both,0,4,1,Dsim\GD10208,Scf_2R,4652659,4666630,-,1,1,A,0,0,0,ttestLowFC,male,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0
FBgn0181984,1.0,0.0,0.0,0.2436,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,3,unb,0,3,0,0,0,none,2,1,0,0,1,both,3,0,0,Dsim\GD10209,Scf_2R,4649794,4650666,-,1,1,A,0,0,0,unbiased,unbiased,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0
FBgn0181985,6.0,4.0,0.0,0.1556,0.0,0.0,6.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,6,6,unb,0,6,0,0,0,none,0,6,0,0,6,both,0,6,1,Dsim\GD10210,Scf_2R,4647452,4649708,-,1,1,A,0,0,0,unbiased,unbiased,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
FBgn0181986,7.0,2.0,1.0,0.0483,0.0,0.0,6.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,7,7,unb,0,7,0,0,0,none,0,7,0,0,7,both,3,4,1,Dsim\GD10211,Scf_2R,4640250,4641611,-,2,0,A,0,0,0,ttestLowFC,male,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0
FBgn0181987,4.0,1.0,0.0,0.0851,0.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4,4,unb,0,4,0,0,0,none,0,4,0,0,4,both,1,3,1,Dsim\GD10212,Scf_2R,4632298,4634682,-,1,1,A,0,0,0,unbiased,unbiased,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
FBgn0181988,3.0,1.0,2.0,0.0006,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0,2,0,1,3,fem_and_unb,0,3,0,0,0,none,0,3,0,0,3,both,0,3,1,Dsim\GD10213,Scf_2R,4630092,4632278,-,1,1,A,0,0,0,ttestLowFC,male,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0
FBgn0181989,3.0,1.0,0.0,0.0555,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,1,3,fem_and_unb,1,2,0,0,1,fem,0,3,0,0,3,both,0,3,1,Dsim\GD10214,Scf_2R,4624669,4626116,-,2,0,A,0,0,0,unbiased,unbiased,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
FBgn0181990,20.0,7.0,4.0,0.0142,0.0,0.0,16.0,1.0,15.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,11,2,4,5,11,male_and_female_and_both,4,13,5,0,9,male_and_female,2,18,0,2,20,male_and_both,13,9,1,Dsim\GD10215,Scf_2R,4555591,4596008,-,1,1,A,0,0,0,ttestLowFC,male,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0
FBgn0181991,4.0,1.0,0.0,0.2046,0.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4,4,unb,0,4,0,0,0,none,0,4,0,0,4,both,0,4,1,Dsim\GD10216,Scf_2R,4549920,4551386,-,1,1,A,0,0,0,unbiased,unbiased,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
FBgn0181992,2.0,0.0,0.0,0.7499,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,2,unb,0,2,0,0,0,none,0,2,0,0,2,both,0,2,1,Dsim\GD10217,Scf_2R,4544530,4545977,-,1,1,A,0,0,0,unbiased,unbiased,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
FBgn0181993,1.0,0.0,1.0,0.0021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,1,1,unb,0,1,0,0,0,none,0,1,0,0,1,both,0,1,1,Dsim\GD10218,Scf_2R,4538848,4540832,-,1,1,A,0,0,0,ttestLowFC,female,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0
FBgn0181994,1.0,1.0,0.0,0.7472,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,unb,0,1,0,0,0,none,0,1,0,0,1,both,0,1,1,Dsim\GD10219,Scf_2R,4520667,4522145,-,1,1,A,0,0,0,unbiased,unbiased,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
FBgn0181997,6.0,4.0,0.0,0.1149,0.0,0.0,6.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,4,5,male_and_unb,0,6,0,0,0,none,0,6,0,0,6,both,0,6,1,Dsim\GD10222,Scf_2R,4467331,4509707,-,4,0,A,0,0,0,unbiased,unbiased,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
FBgn0181998,1.0,0.0,0.0,0.6707,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,none,0,1,0,0,0,none,0,1,0,0,1,both,0,1,1,Dsim\GD10223,Scf_2R,4466293,4467558,-,1,1,A,0,0,0,unbiased,unbiased,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
FBgn0181999,16.0,3.0,0.0,0.0559,0.0,0.0,16.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,3,6,12,male_and_female_and_both,0,16,0,0,0,none,0,16,0,0,16,both,4,12,1,Dsim\GD10224,Scf_2R,4446377,4463108,-,4,0,A,0,0,0,unbiased,unbiased,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
FBgn0182001,,,,,,,,,,,,,,,,,5,2,8,1,11,male_and_female_and_both,0,15,1,0,1,male,16,0,0,0,0,none,16,0,0,Dsim\GD10226,Scf_2R,4432480,4436498,-,2,0,A,0,0,0,,,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FBgn0182002,,,,,,,,,,,,,,,,,0,0,1,0,1,male,0,1,0,0,0,none,1,0,0,0,0,none,1,0,0,Dsim\GD10227,Scf_2R,4430776,4432452,-,1,1,A,0,0,0,,,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FBgn0182003,30.0,9.0,1.0,0.0380,3.0,0.0,26.0,14.0,15.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6,6,8,13,27,male_and_female_and_both,0,33,0,0,0,none,3,25,3,2,30,male_and_female_and_both,13,20,1,Dsim\GD10228,Scf_2R,4404711,4426262,-,9,0,A,0,0,0,ttestLowFC,male,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0
FBgn0182004,1.0,0.0,0.0,0.5564,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,unb,0,1,0,0,0,none,0,1,0,0,1,both,0,1,1,Dsim\GD10229,Scf_2R,4402974,4404104,-,1,1,A,0,0,0,unbiased,unbiased,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
FBgn0182005,3.0,0.0,1.0,0.0426,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,3,3,unb,0,3,0,0,0,none,0,3,0,0,3,both,0,3,1,Dsim\GD10230,Scf_2R,4401375,4402054,-,1,1,A,0,0,0,ttestLowFC,female,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0
FBgn0182006,1.0,1.0,0.0,0.6149,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,unb,0,1,0,0,0,none,0,1,0,0,1,both,0,1,1,Dsim\GD10231,Scf_2R,4395091,4396874,-,1,1,A,0,0,0,unbiased,unbiased,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
FBgn0182008,2.0,0.0,0.0,0.2789,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,2,unb,0,2,0,0,0,none,0,2,0,0,2,both,0,2,1,Dsim\GD10233,Scf_2R,4380254,4383997,-,1,1,A,0,0,0,unbiased,unbiased,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
FBgn0182010,16.0,3.0,3.0,0.0016,0.0,0.0,13.0,3.0,10.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,8,3,2,3,8,male_and_female_and_both,0,16,0,0,0,none,0,16,0,0,16,both,6,10,1,Dsim\GD10235,Scf_2R,4331120,4349776,-,5,0,A,0,0,0,ttestLowFC,male,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0
FBgn0182011,4.0,1.0,0.0,0.3111,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,3,4,male_and_unb,0,4,0,0,0,none,0,3,1,0,4,fem_and_both,4,0,0,Dsim\GD10236,Scf_2R,4321949,4324859,-,1,1,A,0,0,0,unbiased,unbiased,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0
FBgn0182012,4.0,0.0,0.0,0.3680,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,2,2,5,male_and_female_and_both,0,5,0,0,0,none,1,4,0,0,4,both,1,4,1,Dsim\GD10237,Scf_2R,4315463,4321813,-,2,0,A,0,0,0,unbiased,unbiased,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
FBgn0182013,2.0,1.0,0.0,0.7399,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,2,unb,0,2,0,0,0,none,0,2,0,0,2,both,0,2,1,Dsim\GD10238,Scf_2R,4300615,4301486,-,1,1,A,0,0,0,unbiased,unbiased,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
FBgn0182014,3.0,1.0,0.0,0.0979,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,3,unb,0,3,0,0,0,none,0,3,0,0,3,both,0,3,1,Dsim\GD10239,Scf_2R,4299246,4300504,-,1,1,A,0,0,0,unbiased,unbiased,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
FBgn0182015,4.0,1.0,1.0,0.0269,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,4,4,unb,0,4,0,0,0,none,0,4,0,0,4,both,0,4,1,Dsim\GD10240,Scf_2R,4272255,4273706,-,1,1,A,0,0,0,ttestLowFC,male,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0
FBgn0182017,4.0,1.0,0.0,0.4141,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4,4,unb,0,4,0,0,0,none,0,4,0,0,4,both,0,4,1,Dsim\GD10242,Scf_2R,4260156,4266967,-,2,0,A,0,0,0,unbiased,unbiased,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
FBgn0182018,4.0,0.0,0.0,0.3995,0.0,1.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4,4,unb,0,4,0,0,0,none,0,3,0,1,4,male_and_both,4,0,0,Dsim\GD10243,Scf_2R,4232920,4236258,-,1,1,A,0,0,0,unbiased,unbiased,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0
FBgn0182019,3.0,0.0,0.0,0.3482,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,3,unb,0,3,0,0,0,none,0,3,0,0,3,both,3,0,0,Dsim\GD10244,Scf_2R,4227363,4229386,-,1,1,A,0,0,0,unbiased,unbiased,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0
FBgn0182020,4.0,1.0,0.0,0.1347,0.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4,4,unb,0,4,0,0,0,none,0,4,0,0,4,both,0,4,1,Dsim\GD10245,Scf_2R,4224793,4226995,-,1,1,A,0,0,0,unbiased,unbiased,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
FBgn0182021,3.0,1.0,1.0,0.0356,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,3,3,unb,0,3,0,0,0,none,0,3,0,0,3,both,3,0,0,Dsim\GD10246,Scf_2R,4221259,4223591,-,1,1,A,0,0,0,ttestLowFC,male,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0
FBgn0182025,2.0,0.0,2.0,0.0038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0,0,0,2,2,unb,0,2,0,0,0,none,0,2,0,0,2,both,1,1,1,Dsim\GD10250,Scf_2R,4201533,4204212,-,1,1,A,0,0,0,ttestLowFC,male,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0
FBgn0182027,26.0,3.0,6.0,0.0030,1.0,0.0,19.0,3.0,17.0,0.0,0.0,1.0,5.0,0.0,6.0,0.0,5,0,9,18,27,male_and_unb,0,32,0,0,0,none,6,23,1,2,26,male_and_female_and_both,13,19,1,Dsim\GD10252,Scf_2R,4177536,4188463,-,15,0,A,0,0,0,male,male,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0
FBgn0182028,6.0,2.0,0.0,0.3599,0.0,0.0,6.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,6,6,unb,0,6,0,0,0,none,0,6,0,0,6,both,0,6,1,Dsim\GD10253,Scf_2R,4175584,4177424,-,1,1,A,0,0,0,unbiased,unbiased,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
FBgn0182029,4.0,0.0,1.0,0.0464,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,4,4,unb,0,4,0,0,0,none,0,4,0,0,4,both,1,3,1,Dsim\GD10254,Scf_2R,4170855,4173975,-,1,1,A,0,0,0,ttestLowFC,male,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0
FBgn0182031,5.0,2.0,0.0,0.0772,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,3,5,male_and_female_and_both,0,4,1,0,1,male,0,5,0,0,5,both,0,5,1,Dsim\GD10256,Scf_2R,4165530,4169399,-,1,1,A,0,0,0,unbiased,unbiased,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
FBgn0182032,3.0,2.0,0.0,0.0694,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,3,3,unb,0,4,0,0,0,none,1,3,0,0,3,both,4,0,0,Dsim\GD10257,Scf_2R,4154956,4160316,-,1,1,A,0,0,0,unbiased,unbiased,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0
FBgn0182034,3.0,3.0,0.0,0.3660,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2,0,2,male,0,1,2,0,2,male,0,3,0,0,3,both,3,0,0,Dsim\GD10260,Scf_2R,4141111,4141848,-,1,1,A,0,0,0,unbiased,unbiased,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0
FBgn0182035,,,,,,,,,,,,,,,,,0,1,0,1,2,fem_and_unb,1,1,0,0,1,fem,2,0,0,0,0,none,2,0,0,Dsim\GD10261,Scf_2R,4122382,4122942,-,1,1,A,0,0,0,,,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FBgn0182036,10.0,2.0,1.0,0.0175,0.0,0.0,9.0,6.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,0,2,7,9,male_and_unb,0,10,0,0,0,none,0,10,0,0,10,both,2,8,1,Dsim\GD10262,Scf_2R,4110737,4121097,-,3,0,A,0,0,0,ttestLowFC,female,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0
FBgn0182037,5.0,0.0,1.0,0.0075,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,2,0,3,5,fem_and_unb,0,5,0,0,0,none,0,5,0,0,5,both,0,5,1,Dsim\GD10263,Scf_2R,4107818,4109157,-,1,1,A,0,0,0,ttestLowFC,female,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0
FBgn0182038,10.0,5.0,0.0,0.2198,0.0,0.0,10.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,2,4,8,male_and_female_and_both,0,12,0,0,0,none,2,8,1,1,10,male_and_female_and_both,12,0,0,Dsim\GD10264,Scf_2R,4105259,4107726,-,5,0,A,0,0,0,unbiased,unbiased,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0
FBgn0182039,4.0,1.0,1.0,0.0138,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,2,2,4,male_and_unb,0,4,0,0,0,none,0,4,0,0,4,both,0,4,1,Dsim\GD10265,Scf_2R,4096730,4101564,-,1,1,A,0,0,0,ttestLowFC,male,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0
FBgn0182040,40.0,15.0,2.0,0.0092,0.0,0.0,38.0,15.0,23.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,37,1,5,1,7,male_and_female_and_both,7,23,13,1,21,male_and_female_and_both,4,38,0,2,40,male_and_both,30,14,1,Dsim\GD10266,Scf_2R,4032439,4096336,-,9,0,A,0,0,0,ttestLowFC,male_and_female,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0
FBgn0182041,3.0,1.0,0.0,0.3388,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,2,3,male_and_unb,0,2,1,0,1,male,0,3,0,0,3,both,0,3,1,Dsim\GD10267,Scf_2R,3963045,3965390,-,1,1,A,0,0,0,unbiased,unbiased,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
FBgn0182042,1.0,1.0,0.0,0.4226,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,1,male,2,1,3,0,5,male_and_female,5,0,1,0,1,fem,6,0,0,Dsim\GD10268,Scf_2R,3956464,3958636,-,1,1,A,0,0,0,unbiased,unbiased,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
FBgn0182043,3.0,1.0,1.0,0.0379,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3,0,0,0,0,none,1,0,2,0,3,male_and_female,0,3,0,0,3,both,0,3,1,Dsim\GD10270,Scf_2R,3889473,3891060,-,1,1,A,0,0,0,ttestLowFC,male,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0
FBgn0182044,4.0,1.0,0.0,0.4938,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,0,2,male_and_female,1,1,0,2,3,fem_and_unb,0,4,0,0,4,both,0,4,1,Dsim\GD10271,Scf_2R,3887408,3889380,-,1,1,A,0,0,0,unbiased,unbiased,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
FBgn0182045,,,,,,,,,,,,,,,,,2,0,0,0,0,none,1,0,0,1,2,fem_and_unb,2,0,0,0,0,none,2,0,0,Dsim\GD10272,Scf_2R,3884848,3885362,-,1,1,A,0,0,0,,,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FBgn0182046,4.0,0.0,1.0,0.0083,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4,0,0,0,0,none,0,4,0,0,0,none,0,4,0,0,4,both,0,4,1,Dsim\GD10273,Scf_2R,3867144,3869015,-,1,1,A,0,0,0,ttestLowFC,female,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0
FBgn0182047,4.0,2.0,0.0,0.2551,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,0,1,male,0,4,0,0,0,none,0,4,0,0,4,both,4,0,0,Dsim\GD10274,Scf_2R,3864651,3866562,-,1,1,A,0,0,0,unbiased,unbiased,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0
FBgn0182048,,,,,,,,,,,,,,,,,2,0,0,0,0,none,0,1,1,0,1,male,2,0,0,0,0,none,2,0,0,Dsim\GD10275,Scf_2R,3810148,3811270,-,1,1,A,0,0,0,,,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FBgn0182049,2.0,0.0,0.0,0.2015,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2,2,4,male_and_unb,1,4,0,0,1,fem,3,0,2,0,2,fem,5,0,0,Dsim\GD10276,Scf_2R,3799403,3800708,-,1,1,A,0,0,0,unbiased,unbiased,1,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
FBgn0182050,6.0,0.0,0.0,0.0938,0.0,0.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,5,5,unb,0,6,0,0,0,none,0,6,0,0,6,both,0,6,1,Dsim\GD10277,Scf_2R,3794730,3798834,-,1,1,A,0,0,0,unbiased,unbiased,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
FBgn0182051,4.0,3.0,0.0,0.3215,2.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,1,0,1,male,0,5,0,0,0,none,1,3,1,0,4,fem_and_both,5,0,0,Dsim\GD10278,Scf_2R,3793472,3794652,-,1,1,A,0,0,0,unbiased,unbiased,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0
