dmel_FBgn,dmel_NCBI_ID,dsim_NCBI_ID,dsim_GLEANR_ID,dsim_FBgn,flag_dsim_FBgn_dup,#clusterid,num_GLEANRIDs_sim,flag_singleton,num_unique_dsim_clusterID_per_FBgn,flag_discrepant_FBgn_2_GLEANR_link,flag_many_dmel_FBgn,flag_many_dmel_NCBI_ID,flag_many_dsim_NCBI_ID,flag_many_dsim_GLEANR_ID
FBgn0259163,39145.0,6737484.0,dsim_GLEANR_12952,FBgn0184621,0.0,9632.0,1.0,1.0,1,0,0,0,0,0
FBgn0036040,39144.0,6737483.0,dsim_GLEANR_12953,FBgn0184622,0.0,10638.0,1.0,1.0,1,0,0,0,0,0
FBgn0261530,44259.0,6737479.0,dsim_GLEANR_12954,FBgn0184623,0.0,5607.0,1.0,1.0,1,0,0,0,0,0
FBgn0036035,39138.0,6737477.0,dsim_GLEANR_12955,FBgn0184624,0.0,725.0,1.0,1.0,1,0,0,0,0,0
FBgn0040475,39136.0,6737475.0,dsim_GLEANR_12956,FBgn0184625,0.0,1902.0,1.0,1.0,1,0,0,0,0,0
FBgn0036031,39134.0,6737472.0,dsim_GLEANR_12957,FBgn0184626,0.0,13202.0,1.0,1.0,1,0,0,0,0,0
FBgn0036030,39132.0,6737469.0,dsim_GLEANR_12958,FBgn0184627,0.0,10772.0,1.0,1.0,1,0,0,0,0,0
FBgn0016081,39122.0,6737466.0,dsim_GLEANR_12959,FBgn0184628,0.0,5502.0,3.0,0.0,1,0,0,0,0,0
FBgn0036019,39120.0,6737459.0,dsim_GLEANR_12962,FBgn0184631,0.0,10829.0,1.0,1.0,1,0,0,0,0,0
FBgn0036015,39115.0,6737454.0,dsim_GLEANR_12963,FBgn0184632,0.0,8611.0,1.0,1.0,1,0,0,0,0,0
FBgn0036010,39110.0,6737450.0,dsim_GLEANR_12964,FBgn0184633,0.0,9103.0,1.0,1.0,1,0,0,0,0,0
FBgn0053702,3771932.0,6737446.0,dsim_GLEANR_12966,FBgn0184635,0.0,8.0,226.0,0.0,1,0,0,0,0,0
FBgn0053703,3771760.0,6737445.0,dsim_GLEANR_12967,FBgn0184636,0.0,10287.0,1.0,1.0,1,0,0,0,0,0
FBgn0010408,39108.0,6737443.0,dsim_GLEANR_12968,FBgn0184637,0.0,7713.0,1.0,1.0,1,0,0,0,0,0
FBgn0036008,39107.0,6737441.0,dsim_GLEANR_12970,FBgn0184639,0.0,3712.0,1.0,1.0,1,0,0,0,0,0
FBgn0036007,39106.0,6737440.0,dsim_GLEANR_12971,FBgn0184640,0.0,12344.0,1.0,1.0,1,0,0,0,0,0
FBgn0052037,326183.0,6737439.0,dsim_GLEANR_12972,FBgn0184641,0.0,8869.0,1.0,1.0,1,0,0,0,0,0
FBgn0036005,39104.0,6737437.0,dsim_GLEANR_12974,FBgn0184643,0.0,12187.0,1.0,1.0,1,0,0,0,0,0
FBgn0011327,39102.0,6737435.0,dsim_GLEANR_12975,FBgn0184644,0.0,3422.0,1.0,1.0,1,0,0,0,0,0
FBgn0035998,39096.0,6737431.0,dsim_GLEANR_12976,FBgn0184645,0.0,13364.0,1.0,1.0,1,0,0,0,0,0
FBgn0035997,39095.0,6737430.0,dsim_GLEANR_12977,FBgn0184646,0.0,10546.0,1.0,1.0,1,0,0,0,0,0
FBgn0035996,39094.0,6737428.0,dsim_GLEANR_12978,FBgn0184647,0.0,9282.0,1.0,1.0,1,0,0,0,0,0
FBgn0260859,39090.0,6737426.0,dsim_GLEANR_12979,FBgn0184648,0.0,9893.0,1.0,1.0,1,0,0,0,0,0
FBgn0005533,39088.0,6737423.0,dsim_GLEANR_12980,FBgn0184650,0.0,7020.0,1.0,1.0,1,0,0,0,0,0
FBgn0035989,39086.0,6737420.0,dsim_GLEANR_12981,FBgn0184651,0.0,587.0,1.0,1.0,1,0,0,0,0,0
FBgn0035986,39082.0,6737418.0,dsim_GLEANR_12982,FBgn0184652,0.0,12631.0,1.0,1.0,1,0,0,0,0,0
FBgn0015218,45525.0,6737416.0,dsim_GLEANR_12983,FBgn0184653,0.0,8044.0,3.0,0.0,1,0,0,0,0,0
FBgn0035983,39079.0,6737415.0,dsim_GLEANR_12984,FBgn0184654,0.0,6738.0,1.0,1.0,1,0,0,0,0,0
FBgn0001227,39076.0,6737411.0,dsim_GLEANR_12987,FBgn0184657,0.0,10702.0,1.0,1.0,1,0,0,0,0,0
FBgn0001225,39075.0,6737410.0,dsim_GLEANR_12988,FBgn0184658,0.0,5808.0,1.0,1.0,1,0,0,0,0,0
FBgn0001229,39071.0,6737406.0,dsim_GLEANR_12989,FBgn0184659,0.0,14443.0,1.0,1.0,1,0,0,0,0,0
FBgn0011769,39070.0,6737405.0,dsim_GLEANR_12990,FBgn0184660,0.0,6934.0,1.0,1.0,1,0,0,0,0,0
FBgn0004379,39068.0,6737403.0,dsim_GLEANR_12991,FBgn0184661,0.0,2188.0,1.0,1.0,1,0,0,0,0,0
FBgn0035978,39065.0,6737399.0,dsim_GLEANR_12992,FBgn0184662,0.0,9100.0,1.0,1.0,1,0,0,0,0,0
FBgn0035970,39057.0,6737391.0,dsim_GLEANR_12994,FBgn0184663,0.0,5962.0,1.0,1.0,1,0,0,0,0,0
FBgn0035965,39051.0,6737386.0,dsim_GLEANR_12997,FBgn0184665,0.0,11920.0,1.0,1.0,1,0,0,0,0,0
FBgn0035959,39043.0,6737379.0,dsim_GLEANR_12998,FBgn0184666,0.0,6614.0,1.0,1.0,1,0,0,0,0,0
FBgn0035956,39038.0,6737376.0,dsim_GLEANR_12999,FBgn0184667,0.0,3991.0,1.0,1.0,1,0,0,0,0,0
FBgn0051300|FBgn0051436,326132.0|318734.0,6729586.0|6729598.0,dsim_GLEANR_4962|dsim_GLEANR_4970,FBgn0184668,1.0,2167.0,5.0,0.0,2,1,1,1,1,1
FBgn0035955,39037.0,6737375.0,dsim_GLEANR_13000,FBgn0184670,0.0,6993.0,1.0,1.0,1,0,0,0,0,0
FBgn0016070,39034.0,6737372.0,dsim_GLEANR_13001,FBgn0184671,0.0,3307.0,1.0,1.0,1,0,0,0,0,0
FBgn0035952,39033.0,6737371.0,dsim_GLEANR_13002,FBgn0184672,0.0,8608.0,1.0,1.0,1,0,0,0,0,0
FBgn0263199,39031.0,6737369.0,dsim_GLEANR_13003,FBgn0184673,0.0,906.0,1.0,1.0,1,0,0,0,0,0
FBgn0035948,39029.0,6737367.0,dsim_GLEANR_13004,FBgn0184674,0.0,4153.0,1.0,1.0,1,0,0,0,0,0
FBgn0086706,39027.0,6737365.0,dsim_GLEANR_13005,FBgn0184675,0.0,5997.0,1.0,1.0,1,0,0,0,0,0
FBgn0035943,39024.0,6737362.0,dsim_GLEANR_13006,FBgn0184676,0.0,750.0,2.0,0.0,1,0,0,0,0,0
FBgn0035942,39023.0,6737361.0,dsim_GLEANR_13007,FBgn0184677,0.0,5981.0,2.0,0.0,1,0,0,0,0,0
FBgn0266757,39016.0,6737353.0,dsim_GLEANR_13010,FBgn0184680,0.0,348.0,2.0,0.0,1,0,0,0,0,0
FBgn0035934,39015.0,6737351.0,dsim_GLEANR_13012,FBgn0184682,0.0,8349.0,1.0,1.0,1,0,0,0,0,0
FBgn0035931,39010.0,6737343.0,dsim_GLEANR_13013,FBgn0184683,0.0,3952.0,1.0,1.0,1,0,0,0,0,0
FBgn0035929|FBgn0052023,39008.0|317827.0,6737340.0|6737342.0,dsim_GLEANR_13015|dsim_GLEANR_13014,FBgn0184684,1.0,11960.0,2.0,0.0,1,0,1,1,1,1
FBgn0035929|FBgn0052023,39008.0|317827.0,6737340.0|6737342.0,dsim_GLEANR_13015|dsim_GLEANR_13014,FBgn0184685,1.0,11960.0,2.0,0.0,1,0,1,1,1,1
FBgn0035928,39007.0,6737339.0,dsim_GLEANR_13016,FBgn0184686,0.0,10698.0,1.0,1.0,1,0,0,0,0,0
FBgn0035926,39005.0,6737338.0,dsim_GLEANR_13017,FBgn0184687,0.0,9520.0,1.0,1.0,1,0,0,0,0,0
FBgn0040828,50301.0,6737334.0,dsim_GLEANR_13018,FBgn0184688,0.0,5405.0,1.0,1.0,1,0,0,0,0,0
FBgn0003149,39002.0,6737333.0,dsim_GLEANR_13019,FBgn0184689,0.0,11211.0,2.0,0.0,1,0,0,0,0,0
FBgn0052022,317826.0,6737328.0,dsim_GLEANR_13020,FBgn0184690,0.0,11026.0,1.0,1.0,1,0,0,0,0,0
FBgn0011509,47283.0,6737327.0,dsim_GLEANR_13021,FBgn0184691,0.0,1020.0,1.0,1.0,1,0,0,0,0,0
FBgn0000121,38993.0,6737322.0,dsim_GLEANR_13023,FBgn0184693,0.0,7236.0,1.0,1.0,1,0,0,0,0,0
FBgn0035921,38992.0,6737321.0,dsim_GLEANR_13024,FBgn0184694,0.0,7763.0,1.0,1.0,1,0,0,0,0,0
FBgn0035918,38989.0,6737319.0,dsim_GLEANR_13025,FBgn0184695,0.0,6863.0,1.0,1.0,1,0,0,0,0,0
FBgn0035916,38987.0,6737317.0,dsim_GLEANR_13026,FBgn0184696,0.0,6842.0,1.0,1.0,1,0,0,0,0,0
FBgn0017429,38984.0,6737311.0,dsim_GLEANR_13028,FBgn0184698,0.0,3097.0,1.0,1.0,1,0,0,0,0,0
FBgn0017430,38982.0,6737307.0,dsim_GLEANR_13029,FBgn0184699,0.0,5927.0,1.0,1.0,1,0,0,0,0,0
FBgn0035911,38979.0,6737303.0,dsim_GLEANR_13030,FBgn0184701,0.0,6893.0,1.0,1.0,1,0,0,0,0,0
FBgn0035907,38975.0,6737298.0,dsim_GLEANR_13031,FBgn0184702,0.0,10340.0,1.0,1.0,1,0,0,0,0,0
FBgn0035906,38974.0,6737296.0,dsim_GLEANR_13033,FBgn0184704,0.0,10509.0,2.0,0.0,1,0,0,0,0,0
FBgn0035902,38970.0,6737292.0,dsim_GLEANR_13034,FBgn0184705,0.0,2303.0,1.0,1.0,1,0,0,0,0,0
FBgn0035900,38968.0,6737290.0,dsim_GLEANR_13035,FBgn0184706,0.0,2403.0,1.0,1.0,1,0,0,0,0,0
FBgn0262719,38966.0,6737286.0,dsim_GLEANR_13038,FBgn0184709,0.0,12069.0,2.0,0.0,1,0,0,0,0,0
FBgn0035896,38964.0,6737282.0,dsim_GLEANR_13041,FBgn0184712,0.0,1369.0,1.0,1.0,1,0,0,0,0,0
FBgn0052354,50302.0,6737280.0,dsim_GLEANR_13043,FBgn0184714,0.0,18080.0,1.0,1.0,1,0,0,0,0,0
FBgn0265102,38957.0,6737279.0,dsim_GLEANR_13044,FBgn0184715,0.0,12485.0,1.0,1.0,1,0,0,0,0,0
FBgn0053057,318833.0,6737277.0,dsim_GLEANR_13045,FBgn0184716,0.0,11818.0,1.0,1.0,1,0,0,0,0,0
FBgn0031653|FBgn0035887|FBgn0035886,33706.0|38953.0|38952.0,6731019.0|6737273.0|27206286.0,dsim_GLEANR_6422|dsim_GLEANR_13048|dsim_GLEANR_14108,FBgn0184718,1.0,1703.0,8.0,0.0,2,1,1,1,1,1
FBgn0001248,44291.0,6737269.0,dsim_GLEANR_13050,FBgn0184720,0.0,13325.0,1.0,1.0,1,0,0,0,0,0
FBgn0035880,38946.0,6737268.0,dsim_GLEANR_13051,FBgn0184721,0.0,3331.0,1.0,1.0,1,0,0,0,0,0
FBgn0035878,38944.0,6737265.0,dsim_GLEANR_13052,FBgn0184722,0.0,9116.0,1.0,1.0,1,0,0,0,0,0
FBgn0035872,38937.0,6737257.0,dsim_GLEANR_13053,FBgn0184723,0.0,12957.0,1.0,1.0,1,0,0,0,0,0
FBgn0035871,38936.0,6737256.0,dsim_GLEANR_13054,FBgn0184724,0.0,10211.0,1.0,1.0,1,0,0,0,0,0
FBgn0035870,38935.0,6737255.0,dsim_GLEANR_13055,FBgn0184725,0.0,417.0,1.0,1.0,1,0,0,0,0,0
FBgn0035868,38933.0,6737253.0,dsim_GLEANR_13056,FBgn0184726,0.0,7413.0,1.0,1.0,1,0,0,0,0,0
FBgn0035865,38929.0,6737249.0,dsim_GLEANR_13058,FBgn0184727,0.0,7461.0,1.0,1.0,1,0,0,0,0,0
FBgn0027569,38928.0,6737248.0,dsim_GLEANR_13059,FBgn0184728,0.0,12111.0,1.0,1.0,1,0,0,0,0,0
FBgn0035861,38924.0,6737238.0,dsim_GLEANR_13061,FBgn0184730,0.0,2704.0,1.0,1.0,1,0,0,0,0,0
FBgn0035855,38918.0,6737234.0,dsim_GLEANR_13062,FBgn0184731,0.0,12527.0,1.0,1.0,1,0,0,0,0,0
FBgn0035853,38916.0,6737232.0,dsim_GLEANR_13063,FBgn0184732,0.0,7566.0,1.0,1.0,1,0,0,0,0,0
FBgn0035852,38915.0,6737231.0,dsim_GLEANR_13064,FBgn0184733,0.0,132.0,1.0,1.0,1,0,0,0,0,0
FBgn0035849,38912.0,6737228.0,dsim_GLEANR_13065,FBgn0184734,0.0,10591.0,1.0,1.0,1,0,0,0,0,0
FBgn0035847,38910.0,6737226.0,dsim_GLEANR_13066,FBgn0184735,0.0,14053.0,1.0,1.0,1,0,0,0,0,0
FBgn0020392,38909.0,6737225.0,dsim_GLEANR_13067,FBgn0184736,0.0,7264.0,1.0,1.0,1,0,0,0,0,0
FBgn0040290,53438.0,6737224.0,dsim_GLEANR_13068,FBgn0184737,0.0,219.0,5.0,0.0,1,0,0,0,0,0
FBgn0035845,38907.0,6737223.0,dsim_GLEANR_13070,FBgn0184738,0.0,2961.0,1.0,1.0,1,0,0,0,0,0
FBgn0035844,38906.0,6737222.0,dsim_GLEANR_13071,FBgn0184739,0.0,9076.0,1.0,1.0,1,0,0,0,0,0
FBgn0035842,38904.0,6737220.0,dsim_GLEANR_13072,FBgn0184740,0.0,1293.0,1.0,1.0,1,0,0,0,0,0
FBgn0029113,44496.0,6737218.0,dsim_GLEANR_13073,FBgn0184741,0.0,2795.0,1.0,1.0,1,0,0,0,0,0
FBgn0042112,59151.0,6737217.0,dsim_GLEANR_13074,FBgn0184742,0.0,5773.0,1.0,1.0,1,0,0,0,0,0
FBgn0035839,38901.0,6737216.0,dsim_GLEANR_13075,FBgn0184743,0.0,6591.0,1.0,1.0,1,0,0,0,0,0
FBgn0035833,38893.0,6737208.0,dsim_GLEANR_13077,FBgn0184745,0.0,6053.0,1.0,1.0,1,0,0,0,0,0
FBgn0260968,8674006.0,6737206.0,dsim_GLEANR_13078,FBgn0184746,0.0,11806.0,1.0,1.0,1,0,0,0,0,0
FBgn0026263,38891.0,6737198.0,dsim_GLEANR_13079,FBgn0184747,0.0,8141.0,1.0,1.0,1,0,0,0,0,0
FBgn0035831,38889.0,6737196.0,dsim_GLEANR_13080,FBgn0184748,0.0,14801.0,1.0,1.0,1,0,0,0,0,0
FBgn0035829,38887.0,6737194.0,dsim_GLEANR_13081,FBgn0184749,0.0,4529.0,1.0,1.0,1,0,0,0,0,0
FBgn0027554,38886.0,6737193.0,dsim_GLEANR_13082,FBgn0184750,0.0,10592.0,1.0,1.0,1,0,0,0,0,0
FBgn0024187,43905.0,6737189.0,dsim_GLEANR_13083,FBgn0184751,0.0,11218.0,1.0,1.0,1,0,0,0,0,0
FBgn0035825,38881.0,6737187.0,dsim_GLEANR_13084,FBgn0184752,0.0,1178.0,1.0,1.0,1,0,0,0,0,0
FBgn0003041,38879.0,6737184.0,dsim_GLEANR_13085,FBgn0184753,0.0,2105.0,1.0,1.0,1,0,0,0,0,0
FBgn0016694,45588.0,6737181.0,dsim_GLEANR_13086,FBgn0184754,0.0,7428.0,1.0,1.0,1,0,0,0,0,0
FBgn0052369,38873.0,6737180.0,dsim_GLEANR_13087,FBgn0184755,0.0,3769.0,1.0,1.0,1,0,0,0,0,0
FBgn0023076,38872.0,6737179.0,dsim_GLEANR_13088,FBgn0184756,0.0,5047.0,1.0,1.0,1,0,0,0,0,0
FBgn0035815,38868.0,6737174.0,dsim_GLEANR_13089,FBgn0184757,0.0,12310.0,1.0,1.0,1,0,0,0,0,0
FBgn0035813,38866.0,27206240.0,dsim_GLEANR_13090,FBgn0184759,0.0,1778.0,1.0,1.0,1,0,0,0,0,0
FBgn0261788,38863.0,6737171.0,dsim_GLEANR_13091,FBgn0184760,0.0,8.0,226.0,0.0,1,0,0,0,0,0
FBgn0035807,38859.0,6737168.0,dsim_GLEANR_13094,FBgn0184763,0.0,5222.0,1.0,1.0,1,0,0,0,0,0
FBgn0035805,38857.0,6737166.0,dsim_GLEANR_13095,FBgn0184764,0.0,7604.0,1.0,1.0,1,0,0,0,0,0
FBgn0053276,2768949.0,6737165.0,dsim_GLEANR_13096,FBgn0184765,0.0,9886.0,1.0,1.0,1,0,0,0,0,0
FBgn0035800,38852.0,6737162.0,dsim_GLEANR_13097,FBgn0184766,0.0,8527.0,1.0,1.0,1,0,0,0,0,0
FBgn0035797,38849.0,6737157.0,dsim_GLEANR_13100,FBgn0184769,0.0,386.0,1.0,1.0,1,0,0,0,0,0
FBgn0052376,318002.0,6737156.0,dsim_GLEANR_13101,FBgn0184770,1.0,239.0,50.0,0.0,1,0,0,0,0,0
FBgn0035795,38847.0,27206241.0,dsim_GLEANR_13103,FBgn0184772,0.0,239.0,50.0,0.0,1,0,0,0,0,0
FBgn0035792,38843.0,6737150.0,dsim_GLEANR_13104,FBgn0184773,0.0,11058.0,1.0,1.0,1,0,0,0,0,0
FBgn0035791,38842.0,6737149.0,dsim_GLEANR_13105,FBgn0184774,0.0,12415.0,1.0,1.0,1,0,0,0,0,0
FBgn0015033,38841.0,6737148.0,dsim_GLEANR_13106,FBgn0184775,0.0,3913.0,1.0,1.0,1,0,0,0,0,0
FBgn0052382,38833.0,6737141.0,dsim_GLEANR_13107,FBgn0184776,1.0,11569.0,1.0,1.0,1,0,0,0,0,0
FBgn0035782,38832.0,6737140.0,dsim_GLEANR_13108,FBgn0184777,0.0,13912.0,1.0,1.0,1,0,0,0,0,0
FBgn0014011|FBgn0010333,38831.0|38146.0,27206242.0|27206265.0,dsim_GLEANR_13109|dsim_GLEANR_13525,FBgn0184778,1.0,9806.0,2.0,0.0,1,0,1,1,1,1
FBgn0035781,38830.0,6737138.0,dsim_GLEANR_13110,FBgn0184779,0.0,1658.0,1.0,1.0,1,0,0,0,0,0
FBgn0035776,38825.0,6737133.0,dsim_GLEANR_13111,FBgn0184780,0.0,8299.0,2.0,0.0,1,0,0,0,0,0
FBgn0052380,38823.0,6737129.0,dsim_GLEANR_13114,FBgn0184783,0.0,11616.0,1.0,1.0,1,0,0,0,0,0
FBgn0035772,38820.0,6737126.0,dsim_GLEANR_13116,FBgn0184785,0.0,13.0,2.0,0.0,1,0,0,0,0,0
FBgn0035770,38818.0,6737124.0,dsim_GLEANR_13117,FBgn0184786,0.0,1196.0,1.0,1.0,1,0,0,0,0,0
FBgn0035769,38817.0,6737123.0,dsim_GLEANR_13118,FBgn0184787,0.0,18086.0,1.0,1.0,1,0,0,0,0,0
FBgn0015298,38815.0,6737120.0,dsim_GLEANR_13120,FBgn0184789,0.0,5379.0,1.0,1.0,1,0,0,0,0,0
FBgn0035768,38814.0,6737119.0,dsim_GLEANR_13121,FBgn0184790,0.0,3685.0,1.0,1.0,1,0,0,0,0,0
FBgn0035767,38813.0,6737118.0,dsim_GLEANR_13122,FBgn0184791,0.0,7852.0,1.0,1.0,1,0,0,0,0,0
FBgn0035766,38812.0,6737115.0,dsim_GLEANR_13124,FBgn0184793,0.0,6146.0,2.0,0.0,1,0,0,0,0,0
FBgn0264302,38810.0,27206243.0,dsim_GLEANR_13125,FBgn0184794,0.0,8413.0,1.0,1.0,1,0,0,0,0,0
FBgn0035763,38808.0,27206244.0,dsim_GLEANR_13127,FBgn0184796,0.0,3671.0,2.0,0.0,1,0,0,0,0,0
FBgn0035761,38806.0,6737109.0,dsim_GLEANR_13128,FBgn0184797,0.0,4527.0,1.0,1.0,1,0,0,0,0,0
FBgn0035756,38801.0,6737106.0,dsim_GLEANR_13130,FBgn0184799,0.0,4786.0,1.0,1.0,1,0,0,0,0,0
FBgn0035755,38800.0,6737105.0,dsim_GLEANR_13131,FBgn0184800,0.0,6487.0,1.0,1.0,1,0,0,0,0,0
FBgn0035754,38799.0,6737104.0,dsim_GLEANR_13132,FBgn0184801,0.0,3998.0,1.0,1.0,1,0,0,0,0,0
FBgn0012058,38798.0,6737103.0,dsim_GLEANR_13133,FBgn0184802,0.0,12569.0,1.0,1.0,1,0,0,0,0,0
FBgn0028648,38796.0,6737101.0,dsim_GLEANR_13134,FBgn0184803,0.0,444.0,1.0,1.0,1,0,0,0,0,0
FBgn0035753,38794.0,6737099.0,dsim_GLEANR_13135,FBgn0184804,0.0,4518.0,1.0,1.0,1,0,0,0,0,0
FBgn0035751,38792.0,6737097.0,dsim_GLEANR_13136,FBgn0184805,0.0,6387.0,1.0,1.0,1,0,0,0,0,0
FBgn0259173,38786.0,6737092.0,dsim_GLEANR_13139,FBgn0184808,0.0,7063.0,1.0,1.0,1,0,0,0,0,0
FBgn0035742,38781.0,27206245.0,dsim_GLEANR_13141,FBgn0184811,0.0,1210.0,2.0,0.0,1,0,0,0,0,0
FBgn0002775,38779.0,6737084.0,dsim_GLEANR_13142,FBgn0184812,0.0,2450.0,1.0,1.0,1,0,0,0,0,0
FBgn0035736,38774.0,6737081.0,dsim_GLEANR_13143,FBgn0184813,0.0,3983.0,1.0,1.0,1,0,0,0,0,0
FBgn0054030,3885636.0,6737080.0,dsim_GLEANR_13144,FBgn0184814,0.0,13955.0,1.0,1.0,1,0,0,0,0,0
FBgn0052391,318007.0,6737079.0,dsim_GLEANR_13145,FBgn0184815,0.0,4850.0,1.0,1.0,1,0,0,0,0,0
FBgn0035733,38771.0,6737077.0,dsim_GLEANR_13146,FBgn0184816,0.0,6905.0,1.0,1.0,1,0,0,0,0,0
FBgn0035730,38768.0,6737073.0,dsim_GLEANR_13148,FBgn0184818,0.0,536.0,1.0,1.0,1,0,0,0,0,0
FBgn0001104,38765.0,6737067.0,dsim_GLEANR_13151,FBgn0184821,0.0,6390.0,1.0,1.0,1,0,0,0,0,0
FBgn0035727,38764.0,6737066.0,dsim_GLEANR_13152,FBgn0184822,0.0,7346.0,1.0,1.0,1,0,0,0,0,0
FBgn0035725,38762.0,6737064.0,dsim_GLEANR_13153,FBgn0184823,0.0,8816.0,1.0,1.0,1,0,0,0,0,0
FBgn0035724,38761.0,6737063.0,dsim_GLEANR_13154,FBgn0184824,0.0,9277.0,1.0,1.0,1,0,0,0,0,0
FBgn0261445,38760.0,6737062.0,dsim_GLEANR_13155,FBgn0184825,0.0,845.0,1.0,1.0,1,0,0,0,0,0
FBgn0035722,38758.0,6737060.0,dsim_GLEANR_13156,FBgn0184826,0.0,11991.0,1.0,1.0,1,0,0,0,0,0
FBgn0035720,38756.0,6737058.0,dsim_GLEANR_13157,FBgn0184827,0.0,6486.0,1.0,1.0,1,0,0,0,0,0
FBgn0041194,38753.0,6737052.0,dsim_GLEANR_13158,FBgn0184828,0.0,13040.0,2.0,0.0,1,0,0,0,0,0
FBgn0052392,38751.0,6737045.0,dsim_GLEANR_13161,FBgn0184831,0.0,8264.0,1.0,1.0,1,0,0,0,0,0
FBgn0035715,38750.0,6737044.0,dsim_GLEANR_13162,FBgn0184832,0.0,18089.0,1.0,1.0,1,0,0,0,0,0
FBgn0035713,38748.0,6737043.0,dsim_GLEANR_13163,FBgn0184833,0.0,1360.0,1.0,1.0,1,0,0,0,0,0
FBgn0005626,38746.0,6737040.0,dsim_GLEANR_13167,FBgn0184837,0.0,6600.0,1.0,1.0,1,0,0,0,0,0
FBgn0035710,38744.0,6737038.0,dsim_GLEANR_13168,FBgn0184838,0.0,13851.0,1.0,1.0,1,0,0,0,0,0
FBgn0041232,117342.0,6737037.0,dsim_GLEANR_13169,FBgn0184839,0.0,3612.0,1.0,1.0,1,0,0,0,0,0
FBgn0035709,38743.0,6737036.0,dsim_GLEANR_13170,FBgn0184840,0.0,8044.0,3.0,0.0,1,0,0,0,0,0
FBgn0024177,251414.0,6737031.0,dsim_GLEANR_13172,FBgn0184842,0.0,7623.0,1.0,1.0,1,0,0,0,0,0
FBgn0002926,38738.0,6737030.0,dsim_GLEANR_13173,FBgn0184843,0.0,1870.0,2.0,0.0,1,0,0,0,0,0
FBgn0263973,318008.0,6737028.0,dsim_GLEANR_13175,FBgn0184845,0.0,1870.0,2.0,0.0,1,0,0,0,0,0
FBgn0035704,38735.0,6737023.0,dsim_GLEANR_13176,FBgn0184846,0.0,10932.0,1.0,1.0,1,0,0,0,0,0
FBgn0035702,38733.0,6737021.0,dsim_GLEANR_13177,FBgn0184847,0.0,11217.0,1.0,1.0,1,0,0,0,0,0
FBgn0035699,38730.0,6737014.0,dsim_GLEANR_13179,FBgn0184849,0.0,1527.0,1.0,1.0,1,0,0,0,0,0
FBgn0001258,45880.0,6737010.0,dsim_GLEANR_13180,FBgn0184850,0.0,1584.0,1.0,1.0,1,0,0,0,0,0
FBgn0035697,38728.0,6737009.0,dsim_GLEANR_13182,FBgn0184852,0.0,9223.0,1.0,1.0,1,0,0,0,0,0
FBgn0035696,38727.0,6737007.0,dsim_GLEANR_13183,FBgn0184853,0.0,4865.0,1.0,1.0,1,0,0,0,0,0
FBgn0004513,38726.0,6737006.0,dsim_GLEANR_13184,FBgn0184854,0.0,1265.0,5.0,0.0,1,0,0,0,0,0
FBgn0035695,38725.0,6737005.0,dsim_GLEANR_13185,FBgn0184855,0.0,1265.0,5.0,0.0,1,0,0,0,0,0
FBgn0047334,4379909.0,6737004.0,dsim_GLEANR_13186,FBgn0184856,0.0,6032.0,1.0,1.0,1,0,0,0,0,0
FBgn0035694,38724.0,6737003.0,dsim_GLEANR_13187,FBgn0184857,0.0,8404.0,1.0,1.0,1,0,0,0,0,0
FBgn0002526,38723.0,6737002.0,dsim_GLEANR_13188,FBgn0184858,0.0,4197.0,1.0,1.0,1,0,0,0,0,0
FBgn0035692,38720.0,6737000.0,dsim_GLEANR_13189,FBgn0184859,0.0,11286.0,1.0,1.0,1,0,0,0,0,0
FBgn0022935,38718.0,6736998.0,dsim_GLEANR_13190,FBgn0184860,0.0,219.0,5.0,0.0,1,0,0,0,0,0
FBgn0022699,38717.0,6736996.0,dsim_GLEANR_13191,FBgn0184861,0.0,219.0,5.0,0.0,1,0,0,0,0,0
FBgn0035690,38716.0,6736995.0,dsim_GLEANR_13192,FBgn0184862,0.0,219.0,5.0,0.0,1,0,0,0,0,0
FBgn0035688,38714.0,6736993.0,dsim_GLEANR_13193,FBgn0184863,0.0,4142.0,1.0,1.0,1,0,0,0,0,0
FBgn0085300,5740348.0,6736991.0,dsim_GLEANR_13194,FBgn0184864,0.0,7928.0,1.0,1.0,1,0,0,0,0,0
FBgn0035685,38711.0,6736990.0,dsim_GLEANR_13195,FBgn0184865,0.0,1409.0,1.0,1.0,1,0,0,0,0,0
FBgn0020765,38710.0,6736989.0,dsim_GLEANR_13196,FBgn0184866,0.0,815.0,13.0,0.0,1,0,0,0,0,0
FBgn0052404,38706.0,6736981.0,dsim_GLEANR_13198,FBgn0184868,0.0,13338.0,1.0,1.0,1,0,0,0,0,0
FBgn0052405,318014.0,6736980.0,dsim_GLEANR_13199,FBgn0184869,0.0,13252.0,1.0,1.0,1,0,0,0,0,0
FBgn0042119,59158.0,6736976.0,dsim_GLEANR_13203,FBgn0184874,0.0,8502.0,1.0,1.0,1,0,0,0,0,0
FBgn0002440,38701.0,6736974.0,dsim_GLEANR_13205,FBgn0184876,0.0,1868.0,1.0,1.0,1,0,0,0,0,0
FBgn0035679,38697.0,6736970.0,dsim_GLEANR_13206,FBgn0184877,0.0,813.0,1.0,1.0,1,0,0,0,0,0
FBgn0035678,38696.0,6736969.0,dsim_GLEANR_13207,FBgn0184878,0.0,13127.0,1.0,1.0,1,0,0,0,0,0
