#clusterid,dmel,num_FBGNs,flag_singleton
2188,FBgn0004379,1,1
2189,FBgn0038395,1,1
2190,FBgn0050428,1,1
2193,FBgn0014127,1,1
2194,FBgn0031134,1,1
2196,FBgn0031248,1,1
2197,FBgn0032846,1,1
2198,FBgn0003638,1,1
2199,FBgn0036466,1,1
2201,FBgn0028692,1,1
2203,FBgn0029088,1,1
2205,FBgn0011016,1,1
2206,FBgn0031372,1,1
2207,FBgn0033272,1,1
2209,FBgn0052177,1,1
2210,FBgn0036938,1,1
2211,FBgn0038651,1,1
2212,FBgn0004855,1,1
2213,FBgn0039592,1,1
2215,FBgn0040719,1,1
2216,FBgn0030674,1,1
2217,FBgn0041252,1,1
2218,FBgn0015608,1,1
2219,FBgn0001320,1,1
2220,FBgn0037289,1,1
2221,FBgn0038923,1,1
2222,FBgn0002021,2,0
2222,FBgn0033093,2,0
2223,FBgn0033787,1,1
2224,FBgn0039295,1,1
2225,FBgn0037708,1,1
2226,FBgn0033184,1,1
2227,FBgn0038316,1,1
2228,FBgn0031261,1,1
2229,FBgn0038704,1,1
2230,FBgn0026404,1,1
2232,FBgn0003276,2,0
2232,FBgn0004463,2,0
2233,FBgn0025806,1,1
2234,FBgn0022981,2,0
2234,FBgn0035785,2,0
2235,FBgn0034499,1,1
2237,FBgn0029709,1,1
2238,FBgn0036948,1,1
2240,FBgn0003231,1,1
2241,FBgn0024983,1,1
2242,FBgn0000541,1,1
2244,FBgn0010768,1,1
2245,FBgn0004002,1,1
2246,FBgn0038209,1,1
2247,FBgn0037275,1,1
2248,FBgn0035231,1,1
2249,FBgn0015576,2,0
2249,FBgn0015577,2,0
2250,FBgn0031782,1,1
2251,FBgn0037360,1,1
2252,FBgn0020300,1,1
2253,FBgn0035085,1,1
2254,FBgn0030815,1,1
2255,FBgn0010772,1,1
2256,FBgn0002787,1,1
2257,FBgn0053767,3,0
2257,FBgn0053770,3,0
2257,FBgn0053771,3,0
2258,FBgn0031899,1,1
2259,FBgn0036139,1,1
2260,FBgn0036764,2,0
2260,FBgn0037203,2,0
2261,FBgn0011225,1,1
2262,FBgn0039568,1,1
2263,FBgn0034289,1,1
2264,FBgn0030384,1,1
2265,FBgn0037782,1,1
2266,FBgn0036605,2,0
2266,FBgn0036606,2,0
2267,FBgn0032480,1,1
2268,FBgn0039419,1,1
2269,FBgn0036197,1,1
2270,FBgn0050101,1,1
2271,FBgn0033748,2,0
2271,FBgn0033749,2,0
2272,FBgn0037239,1,1
2273,FBgn0031888,1,1
2274,FBgn0030358,1,1
2275,FBgn0042106,1,1
2276,FBgn0027595,1,1
2277,FBgn0052451,1,1
2278,FBgn0035295,1,1
2279,FBgn0030276,1,1
2281,FBgn0035328,1,1
2282,FBgn0000395,1,1
2283,FBgn0052600,1,1
2284,FBgn0035057,1,1
2285,FBgn0030590,4,0
2285,FBgn0030591,4,0
2285,FBgn0030592,4,0
2285,FBgn0030598,4,0
2286,FBgn0021847,1,1
2287,FBgn0020277,1,1
2288,FBgn0035372,1,1
2289,FBgn0031805,1,1
2290,FBgn0030302,1,1
2291,FBgn0032187,1,1
2292,FBgn0039153,1,1
2293,FBgn0036577,1,1
2295,FBgn0032768,2,0
2295,FBgn0032769,2,0
2296,FBgn0036052,1,1
2297,FBgn0053329,1,1
2298,FBgn0030775,1,1
2299,FBgn0022288,1,1
2300,FBgn0038147,1,1
2301,FBgn0036287,1,1
2302,FBgn0037373,1,1
2303,FBgn0035902,1,1
2304,FBgn0031947,1,1
2305,FBgn0016041,2,0
2305,FBgn0033074,2,0
2306,FBgn0011823,1,1
2307,FBgn0036795,2,0
2307,FBgn0052201,2,0
2308,FBgn0038829,1,1
2309,FBgn0032090,1,1
2310,FBgn0039212,1,1
2311,FBgn0036160,1,1
2313,FBgn0023130,1,1
2314,FBgn0039059,1,1
2316,FBgn0032442,1,1
2317,FBgn0030508,1,1
2318,FBgn0033612,1,1
2319,FBgn0052479,1,1
2320,FBgn0015790,1,1
2321,FBgn0032728,1,1
2322,FBgn0001170,1,1
2323,FBgn0039459,1,1
2324,FBgn0031527,2,0
2324,FBgn0050284,2,0
2325,FBgn0032470,1,1
2326,FBgn0038771,1,1
2328,FBgn0000482,1,1
2329,FBgn0035639,1,1
2330,FBgn0052161,1,1
2331,FBgn0033639,1,1
2332,FBgn0039858,1,1
2333,FBgn0033424,1,1
2334,FBgn0010398,1,1
2335,FBgn0004369,1,1
2336,FBgn0034433,1,1
2337,FBgn0031489,1,1
2338,FBgn0051200,1,1
2339,FBgn0004896,1,1
2340,FBgn0034883,1,1
2341,FBgn0039238,1,1
2342,FBgn0032929,1,1
2343,FBgn0004446,2,0
2343,FBgn0004449,2,0
2344,FBgn0040069,2,0
2344,FBgn0052751,2,0
2345,FBgn0032343,1,1
2346,FBgn0039841,1,1
2347,FBgn0038013,1,1
2348,FBgn0039018,1,1
2349,FBgn0003189,1,1
2350,FBgn0030223,1,1
2351,FBgn0027571,2,0
2351,FBgn0042627,2,0
2352,FBgn0039033,2,0
2352,FBgn0039034,2,0
2353,FBgn0015776,1,1
2354,FBgn0038233,1,1
2355,FBgn0017561,1,1
2356,FBgn0039836,1,1
2357,FBgn0035686,1,1
2358,FBgn0037780,1,1
2359,FBgn0015721,1,1
2360,FBgn0035376,1,1
2361,FBgn0050390,1,1
2362,FBgn0036147,2,0
2362,FBgn0061469,2,0
2363,FBgn0032853,1,1
2364,FBgn0032879,1,1
2366,FBgn0032226,2,0
2366,FBgn0032227,2,0
2367,FBgn0064115,1,1
2368,FBgn0028679,1,1
2369,FBgn0038690,1,1
2370,FBgn0025726,1,1
2372,FBgn0035582,1,1
2373,FBgn0039837,1,1
2374,FBgn0031596,1,1
2375,FBgn0037391,1,1
2377,FBgn0039251,1,1
2379,FBgn0038207,1,1
2380,FBgn0011829,1,1
2381,FBgn0015600,1,1
2382,FBgn0039110,1,1
2383,FBgn0031820,1,1
2384,FBgn0026567,1,1
2385,FBgn0023000,5,0
2385,FBgn0028956,5,0
2385,FBgn0034219,5,0
2385,FBgn0035623,5,0
2385,FBgn0045443,5,0
2386,FBgn0054054,1,1
2387,FBgn0035146,1,1
2388,FBgn0034372,1,1
2389,FBgn0026136,1,1
2390,FBgn0027321,1,1
2391,FBgn0011712,1,1
2392,FBgn0030122,1,1
2393,FBgn0033365,2,0
2393,FBgn0033366,2,0
2394,FBgn0032359,1,1
2395,FBgn0011280,1,1
2396,FBgn0038868,1,1
2397,FBgn0034004,1,1
2398,FBgn0033048,2,0
2398,FBgn0034394,2,0
2399,FBgn0053002,1,1
2400,FBgn0052532,1,1
2401,FBgn0039337,1,1
2402,FBgn0000339,1,1
2403,FBgn0035900,1,1
2405,FBgn0032603,1,1
2406,FBgn0036947,1,1
2407,FBgn0036621,1,1
2408,FBgn0028969,1,1
2409,FBgn0036545,1,1
2410,FBgn0029737,1,1
2411,FBgn0034261,1,1
2412,FBgn0030805,1,1
2413,FBgn0033837,1,1
2414,FBgn0030991,1,1
2415,FBgn0038131,1,1
2416,FBgn0036824,1,1
2417,FBgn0053017,1,1
2418,FBgn0029105,1,1
2419,FBgn0038538,1,1
2420,FBgn0030673,1,1
2421,FBgn0033650,1,1
2422,FBgn0032816,1,1
2423,FBgn0030157,1,1
2425,FBgn0000464,1,1
2426,FBgn0022786,1,1
2427,FBgn0038762,1,1
2428,FBgn0003118,1,1
2429,FBgn0036105,1,1
2430,FBgn0034603,1,1
2431,FBgn0035106,1,1
2432,FBgn0034902,1,1
2434,FBgn0029642,1,1
2435,FBgn0026411,1,1
2436,FBgn0015286,1,1
2437,FBgn0035922,1,1
2438,FBgn0033859,1,1
2439,FBgn0030617,1,1
2440,FBgn0042138,1,1
2442,FBgn0031089,3,0
2442,FBgn0031097,3,0
2442,FBgn0053196,3,0
2444,FBgn0004242,1,1
2445,FBgn0038819,1,1
2447,FBgn0033880,1,1
2449,FBgn0036789,1,1
2450,FBgn0002775,1,1
2451,FBgn0002183,1,1
2452,FBgn0013548,1,1
2453,FBgn0052143,1,1
2454,FBgn0036397,1,1
2455,FBgn0027885,1,1
2456,FBgn0035677,1,1
2457,FBgn0045852,1,1
2458,FBgn0021814,1,1
2459,FBgn0029929,1,1
2460,FBgn0035480,1,1
2461,FBgn0033861,1,1
2462,FBgn0028985,1,1
2463,FBgn0035743,1,1
2464,FBgn0034210,1,1
2465,FBgn0033504,1,1
2466,FBgn0033539,1,1
2467,FBgn0034639,1,1
2468,FBgn0037222,2,0
2468,FBgn0038114,2,0
2469,FBgn0038763,1,1
2470,FBgn0030502,1,1
2471,FBgn0045497,2,0
2471,FBgn0045501,2,0
2472,FBgn0052462,1,1
2473,FBgn0053092,1,1
2475,FBgn0034379,1,1
2476,FBgn0016726,1,1
2477,FBgn0034029,1,1
2479,FBgn0032275,1,1
2480,FBgn0034738,1,1
2481,FBgn0022984,2,0
2481,FBgn0034740,2,0
2482,FBgn0024558,1,1
2483,FBgn0034098,1,1
2484,FBgn0032472,1,1
2485,FBgn0010287,1,1
2486,FBgn0036586,1,1
2487,FBgn0032010,1,1
2488,FBgn0005390,1,1
2489,FBgn0035077,1,1
2490,FBgn0031905,1,1
2491,FBgn0039848,1,1
2492,FBgn0033101,1,1
2493,FBgn0034463,1,1
2494,FBgn0037422,1,1
2495,FBgn0015239,1,1
2496,FBgn0003279,1,1
2497,FBgn0027329,1,1
2498,FBgn0039807,1,1
2499,FBgn0028519,1,1
2500,FBgn0032208,1,1
2501,FBgn0004698,1,1
2502,FBgn0038294,1,1
2504,FBgn0028429,1,1
2505,FBgn0033243,1,1
2506,FBgn0053529,1,1
2507,FBgn0034081,1,1
2508,FBgn0032469,1,1
2509,FBgn0035526,1,1
2510,FBgn0037035,1,1
2511,FBgn0038039,1,1
2512,FBgn0032518,1,1
2513,FBgn0037292,1,1
2515,FBgn0051826,1,1
2516,FBgn0026313,2,0
2516,FBgn0052677,2,0
2517,FBgn0031426,3,0
2517,FBgn0031691,3,0
2517,FBgn0051684,3,0
2518,FBgn0013987,1,1
2519,FBgn0031449,1,1
2521,FBgn0039726,1,1
2522,FBgn0042712,1,1
2523,FBgn0035163,1,1
2524,FBgn0025681,1,1
2525,FBgn0038749,1,1
2527,FBgn0034528,1,1
2528,FBgn0033275,1,1
2529,FBgn0035019,3,0
2529,FBgn0036083,3,0
2529,FBgn0052058,3,0
2530,FBgn0030052,1,1
2531,FBgn0037483,1,1
2532,FBgn0039710,1,1
2533,FBgn0037846,1,1
2534,FBgn0042177,2,0
2534,FBgn0042178,2,0
2535,FBgn0027529,1,1
2536,FBgn0003145,1,1
2537,FBgn0034519,1,1
2538,FBgn0036595,1,1
2539,FBgn0036347,1,1
2540,FBgn0029857,1,1
2542,FBgn0051769,1,1
2543,FBgn0010405,1,1
2544,FBgn0039194,1,1
2545,FBgn0034658,1,1
2546,FBgn0052643,1,1
2548,FBgn0005630,1,1
2549,FBgn0058169,1,1
2550,FBgn0034223,1,1
2551,FBgn0003313,1,1
2552,FBgn0014366,1,1
2553,FBgn0000360,1,1
2554,FBgn0010278,1,1
2555,FBgn0011211,1,1
2556,FBgn0039051,3,0
2556,FBgn0039052,3,0
2556,FBgn0039053,3,0
2557,FBgn0011259,1,1
2558,FBgn0033846,1,1
2559,FBgn0016970,1,1
2560,FBgn0031568,1,1
2561,FBgn0003447,3,0
2561,FBgn0029983,3,0
2561,FBgn0029985,3,0
2562,FBgn0015372,1,1
2563,FBgn0034121,1,1
2564,FBgn0030150,1,1
2565,FBgn0038582,1,1
2568,FBgn0051661,1,1
2569,FBgn0050437,2,0
2569,FBgn0052838,2,0
2570,FBgn0003386,1,1
2571,FBgn0038755,1,1
2572,FBgn0041249,3,0
2572,FBgn0045499,3,0
2572,FBgn0045500,3,0
2573,FBgn0030222,1,1
2574,FBgn0033174,1,1
2575,FBgn0041161,1,1
2576,FBgn0037750,1,1
2578,FBgn0033375,1,1
2579,FBgn0050169,1,1
2580,FBgn0032497,1,1
2582,FBgn0051758,1,1
2583,FBgn0035977,1,1
2584,FBgn0034399,1,1
2585,FBgn0024321,1,1
2586,FBgn0015657,1,1
2587,FBgn0038658,1,1
2589,FBgn0037060,1,1
2590,FBgn0031388,1,1
2591,FBgn0033368,1,1
2593,FBgn0004055,1,1
2594,FBgn0031518,1,1
2595,FBgn0022201,1,1
2596,FBgn0034854,1,1
2597,FBgn0023407,2,0
2597,FBgn0031467,2,0
2598,FBgn0030288,1,1
2599,FBgn0029820,1,1
2601,FBgn0000042,6,0
2601,FBgn0000043,6,0
2601,FBgn0000044,6,0
2601,FBgn0000045,6,0
2601,FBgn0000046,6,0
2601,FBgn0000047,6,0
2602,FBgn0010438,1,1
2603,FBgn0032312,1,1
2604,FBgn0000153,1,1
2605,FBgn0028336,3,0
2605,FBgn0029890,3,0
2605,FBgn0036162,3,0
2608,FBgn0036346,1,1
2609,FBgn0031505,1,1
2610,FBgn0039000,1,1
2612,FBgn0033051,1,1
2613,FBgn0030272,1,1
2615,FBgn0039590,1,1
2617,FBgn0024293,1,1
2618,FBgn0050431,1,1
2619,FBgn0034742,2,0
2619,FBgn0034745,2,0
2620,FBgn0020617,1,1
2621,FBgn0037447,1,1
2622,FBgn0030028,1,1
2623,FBgn0030583,1,1
2624,FBgn0033750,1,1
2625,FBgn0039302,1,1
2626,FBgn0032781,1,1
2627,FBgn0004838,1,1
2628,FBgn0010591,1,1
2629,FBgn0052282,2,0
2629,FBgn0052283,2,0
2631,FBgn0030379,1,1
2632,FBgn0032869,1,1
2633,FBgn0029899,1,1
2634,FBgn0037411,1,1
2635,FBgn0000108,1,1
2636,FBgn0033041,1,1
2637,FBgn0004656,2,0
2637,FBgn0029990,2,0
2638,FBgn0036310,1,1
2639,FBgn0038799,1,1
2640,FBgn0024754,1,1
2641,FBgn0066114,1,1
2642,FBgn0035313,1,1
2643,FBgn0033883,1,1
2644,FBgn0052772,1,1
2645,FBgn0032055,5,0
2645,FBgn0038032,5,0
2645,FBgn0038449,5,0
2645,FBgn0038450,5,0
2645,FBgn0038451,5,0
2646,FBgn0051436,1,1
2648,FBgn0013263,1,1
2649,FBgn0037836,1,1
2650,FBgn0023023,1,1
2651,FBgn0003302,1,1
2652,FBgn0043884,1,1
2653,FBgn0050447,1,1
2654,FBgn0029729,1,1
2656,FBgn0037467,1,1
2657,FBgn0082585,1,1
2658,FBgn0038337,1,1
2659,FBgn0002629,1,1
2660,FBgn0040754,1,1
2661,FBgn0038673,1,1
2662,FBgn0037265,1,1
2663,FBgn0015380,2,0
2663,FBgn0024245,2,0
2664,FBgn0052856,1,1
2665,FBgn0037667,1,1
2666,FBgn0033794,1,1
2667,FBgn0000410,1,1
2668,FBgn0024251,1,1
2669,FBgn0015582,1,1
2670,FBgn0036566,1,1
2671,FBgn0027339,1,1
2673,FBgn0035226,1,1
2674,FBgn0027617,1,1
2675,FBgn0027889,1,1
2676,FBgn0030298,1,1
2677,FBgn0038931,1,1
2678,FBgn0025885,1,1
2679,FBgn0027095,1,1
2680,FBgn0031785,1,1
2681,FBgn0003498,1,1
2682,FBgn0036860,1,1
2683,FBgn0033094,1,1
2684,FBgn0015808,2,0
2684,FBgn0032715,2,0
2685,FBgn0050165,1,1
2687,FBgn0031811,1,1
2688,FBgn0004638,1,1
2689,FBgn0039796,1,1
2690,FBgn0029121,1,1
2691,FBgn0034035,1,1
2692,FBgn0046874,1,1
2693,FBgn0032734,1,1
2695,FBgn0030240,1,1
2696,FBgn0037521,1,1
2697,FBgn0032406,1,1
2698,FBgn0021760,1,1
2699,FBgn0043455,1,1
2700,FBgn0038267,1,1
2701,FBgn0036894,1,1
2702,FBgn0030299,1,1
2703,FBgn0038472,1,1
2704,FBgn0035861,1,1
2705,FBgn0032409,1,1
2707,FBgn0034835,1,1
2708,FBgn0032078,1,1
2709,FBgn0031990,1,1
2710,FBgn0026751,1,1
2711,FBgn0037559,1,1
2713,FBgn0037098,1,1
2714,FBgn0031842,1,1
2715,FBgn0051038,1,1
2716,FBgn0034018,1,1
2717,FBgn0031696,1,1
2718,FBgn0033302,1,1
2721,FBgn0050125,1,1
2722,FBgn0026393,1,1
2723,FBgn0024291,1,1
2724,FBgn0039235,1,1
2725,FBgn0036433,1,1
2726,FBgn0030593,1,1
2727,FBgn0033497,1,1
2728,FBgn0035657,1,1
2729,FBgn0030808,1,1
2730,FBgn0052079,1,1
2731,FBgn0030544,1,1
2732,FBgn0027873,1,1
2733,FBgn0034017,1,1
2734,FBgn0038273,1,1
2735,FBgn0031662,1,1
2736,FBgn0039470,1,1
2737,FBgn0010198,2,0
2737,FBgn0033555,2,0
2738,FBgn0037382,1,1
2739,FBgn0037637,1,1
2740,FBgn0038297,1,1
2741,FBgn0033884,1,1
2742,FBgn0035909,1,1
2744,FBgn0003600,1,1
2745,FBgn0030634,1,1
2746,FBgn0000564,1,1
2747,FBgn0037773,1,1
2749,FBgn0031971,1,1
2750,FBgn0030554,1,1
2751,FBgn0043806,1,1
2752,FBgn0011282,1,1
2753,FBgn0033793,1,1
2754,FBgn0030006,1,1
2755,FBgn0039890,1,1
2756,FBgn0039380,1,1
2757,FBgn0051014,2,0
2757,FBgn0051371,2,0
2758,FBgn0034611,1,1
2759,FBgn0033988,1,1
2760,FBgn0026718,1,1
2761,FBgn0039274,1,1
2762,FBgn0028744,1,1
2763,FBgn0001077,1,1
2764,FBgn0010100,2,0
2764,FBgn0037862,2,0
2766,FBgn0034270,1,1
2767,FBgn0034644,1,1
2768,FBgn0031429,1,1
2769,FBgn0004592,1,1
2770,FBgn0034735,1,1
2771,FBgn0043865,1,1
2772,FBgn0052250,1,1
2773,FBgn0024985,1,1
2775,FBgn0038458,1,1
2776,FBgn0010620,1,1
2777,FBgn0038356,1,1
2778,FBgn0038713,1,1
2779,FBgn0035967,1,1
2780,FBgn0016080,1,1
2781,FBgn0051169,1,1
2782,FBgn0041709,1,1
2783,FBgn0034435,1,1
2784,FBgn0052647,1,1
2785,FBgn0033203,3,0
2785,FBgn0033204,3,0
2785,FBgn0033205,3,0
2786,FBgn0011281,1,1
2787,FBgn0002306,1,1
2788,FBgn0037255,1,1
2789,FBgn0022774,1,1
2790,FBgn0028527,1,1
2792,FBgn0039475,2,0
2792,FBgn0039476,2,0
2794,FBgn0011763,1,1
2795,FBgn0029113,1,1
2796,FBgn0021761,1,1
2797,FBgn0039112,1,1
2799,FBgn0020414,1,1
2800,FBgn0039761,1,1
2801,FBgn0051344,1,1
2802,FBgn0051116,1,1
2803,FBgn0038126,1,1
2805,FBgn0014455,1,1
2806,FBgn0051803,1,1
2807,FBgn0030390,1,1
2808,FBgn0001134,1,1
2811,FBgn0038916,1,1
2812,FBgn0033352,1,1
2813,FBgn0052718,1,1
2814,FBgn0030478,1,1
2815,FBgn0030841,1,1
2816,FBgn0031824,1,1
2818,FBgn0010520,1,1
2819,FBgn0036836,2,0
2819,FBgn0036837,2,0
2820,FBgn0051151,1,1
2821,FBgn0052107,1,1
2822,FBgn0033502,1,1
2823,FBgn0033933,1,1
2824,FBgn0035788,1,1
2825,FBgn0032647,3,0
2825,FBgn0032648,3,0
2825,FBgn0032649,3,0
2826,FBgn0039283,1,1
2827,FBgn0030447,1,1
2828,FBgn0031649,1,1
2829,FBgn0039757,1,1
2830,FBgn0004110,1,1
2831,FBgn0037027,1,1
2832,FBgn0040357,1,1
2833,FBgn0001994,1,1
2834,FBgn0034089,1,1
2835,FBgn0042092,1,1
2836,FBgn0053277,1,1
2837,FBgn0036323,1,1
2838,FBgn0052199,1,1
2840,FBgn0038289,1,1
2841,FBgn0051076,1,1
2843,FBgn0004143,1,1
2844,FBgn0004028,1,1
2845,FBgn0002645,1,1
2846,FBgn0032814,2,0
2846,FBgn0037794,2,0
2847,FBgn0033998,1,1
2848,FBgn0000499,1,1
2849,FBgn0039618,1,1
2850,FBgn0046763,1,1
2851,FBgn0002783,1,1
2852,FBgn0004101,1,1
2854,FBgn0026090,1,1
2855,FBgn0030858,1,1
2856,FBgn0010413,1,1
2857,FBgn0037756,1,1
2858,FBgn0038766,1,1
2859,FBgn0035283,1,1
2860,FBgn0039003,1,1
2861,FBgn0028475,1,1
2862,FBgn0052159,1,1
2863,FBgn0035195,1,1
2864,FBgn0028499,1,1
2865,FBgn0035635,1,1
2866,FBgn0033900,1,1
2867,FBgn0031312,1,1
2868,FBgn0039296,1,1
2869,FBgn0038416,1,1
2870,FBgn0026369,1,1
2871,FBgn0039628,1,1
2872,FBgn0032817,1,1
2873,FBgn0026176,1,1
2874,FBgn0029854,1,1
2875,FBgn0033517,1,1
2876,FBgn0019925,1,1
2878,FBgn0004377,1,1
2879,FBgn0050285,1,1
2880,FBgn0030230,1,1
2881,FBgn0037857,1,1
2882,FBgn0003261,1,1
2883,FBgn0033046,1,1
2884,FBgn0036357,1,1
2885,FBgn0031722,1,1
2886,FBgn0052104,1,1
2887,FBgn0041775,1,1
2888,FBgn0032744,1,1
2889,FBgn0036424,2,0
2889,FBgn0036425,2,0
2890,FBgn0032215,1,1
2891,FBgn0002441,1,1
2892,FBgn0000547,2,0
2892,FBgn0051774,2,0
2893,FBgn0029959,1,1
2894,FBgn0039061,1,1
2895,FBgn0033965,1,1
2896,FBgn0034408,1,1
2897,FBgn0033726,1,1
2898,FBgn0034327,1,1
2899,FBgn0033359,1,1
2900,FBgn0052663,1,1
2901,FBgn0039124,1,1
2902,FBgn0036868,1,1
2903,FBgn0016797,1,1
2904,FBgn0034432,1,1
2905,FBgn0035056,1,1
2906,FBgn0033031,1,1
2908,FBgn0033703,1,1
2909,FBgn0010383,1,1
2910,FBgn0030514,1,1
2911,FBgn0000546,1,1
2912,FBgn0036406,1,1
2913,FBgn0039672,1,1
2914,FBgn0004373,1,1
2915,FBgn0030720,1,1
2916,FBgn0052113,1,1
2917,FBgn0034827,1,1
2919,FBgn0038111,1,1
2920,FBgn0050417,1,1
2921,FBgn0034496,1,1
2925,FBgn0038176,1,1
2926,FBgn0031885,1,1
2927,FBgn0038076,1,1
2928,FBgn0052280,1,1
2929,FBgn0039905,1,1
2930,FBgn0028510,1,1
2931,FBgn0083228,1,1
2932,FBgn0026084,1,1
2933,FBgn0030964,1,1
2934,FBgn0030466,1,1
2935,FBgn0036678,1,1
2936,FBgn0036848,1,1
2937,FBgn0053209,1,1
2938,FBgn0011241,1,1
2940,FBgn0028509,1,1
2941,FBgn0039446,1,1
2942,FBgn0020255,1,1
2943,FBgn0052801,1,1
2944,FBgn0039149,1,1
2945,FBgn0026571,1,1
2946,FBgn0030973,1,1
2947,FBgn0034518,1,1
2948,FBgn0036440,1,1
2949,FBgn0053984,1,1
2950,FBgn0052551,1,1
2951,FBgn0036879,1,1
2952,FBgn0024183,1,1
2953,FBgn0030719,1,1
2954,FBgn0000639,1,1
2955,FBgn0032347,1,1
2957,FBgn0029731,4,0
2957,FBgn0029871,4,0
2957,FBgn0029872,4,0
2957,FBgn0052770,4,0
2958,FBgn0038127,1,1
2959,FBgn0038217,2,0
2959,FBgn0038218,2,0
2960,FBgn0032362,1,1
2961,FBgn0035845,1,1
2963,FBgn0031519,1,1
2964,FBgn0008651,1,1
2965,FBgn0053189,1,1
2967,FBgn0034842,2,0
2967,FBgn0051742,2,0
2969,FBgn0035443,1,1
2970,FBgn0003483,1,1
2971,FBgn0038691,1,1
2972,FBgn0035869,1,1
2974,FBgn0035802,1,1
2975,FBgn0024362,1,1
2977,FBgn0033401,1,1
2978,FBgn0033206,1,1
2979,FBgn0033627,1,1
2980,FBgn0030170,1,1
2981,FBgn0031860,1,1
2982,FBgn0029747,1,1
2983,FBgn0030938,1,1
2984,FBgn0031665,1,1
2985,FBgn0035243,1,1
2986,FBgn0033692,1,1
2987,FBgn0019985,2,0
2987,FBgn0050361,2,0
2988,FBgn0025625,1,1
2989,FBgn0036707,1,1
2990,FBgn0031091,1,1
2991,FBgn0037026,1,1
2992,FBgn0024371,1,1
2993,FBgn0033357,1,1
2994,FBgn0010434,1,1
2995,FBgn0001324,1,1
2996,FBgn0054032,1,1
2997,FBgn0034054,1,1
2998,FBgn0027609,1,1
2999,FBgn0037478,1,1
3000,FBgn0038849,2,0
3000,FBgn0051207,2,0
3001,FBgn0040528,2,0
3001,FBgn0042182,2,0
3003,FBgn0037445,1,1
3004,FBgn0011710,2,0
3004,FBgn0030772,2,0
3005,FBgn0037007,1,1
3006,FBgn0026869,1,1
3007,FBgn0035689,1,1
3008,FBgn0002022,1,1
3010,FBgn0028658,1,1
3011,FBgn0039782,3,0
3011,FBgn0039783,3,0
3011,FBgn0051524,3,0
3012,FBgn0038957,1,1
3013,FBgn0030186,1,1
3014,FBgn0030933,1,1
3015,FBgn0038917,1,1
3016,FBgn0034468,1,1
3019,FBgn0038765,1,1
3020,FBgn0038922,1,1
3021,FBgn0028518,1,1
3022,FBgn0037305,1,1
3023,FBgn0050290,1,1
3024,FBgn0003450,1,1
3025,FBgn0002917,1,1
3026,FBgn0039195,1,1
3027,FBgn0050001,1,1
3028,FBgn0030618,2,0
3028,FBgn0030619,2,0
3029,FBgn0002121,1,1
3030,FBgn0013467,1,1
3031,FBgn0033426,1,1
3032,FBgn0000340,3,0
3032,FBgn0010313,3,0
3032,FBgn0051537,3,0
3033,FBgn0038876,1,1
3034,FBgn0038160,1,1
3036,FBgn0003612,1,1
3037,FBgn0034578,2,0
3037,FBgn0051913,2,0
3038,FBgn0030611,1,1
3039,FBgn0045842,1,1
3040,FBgn0032895,1,1
3041,FBgn0051077,1,1
3042,FBgn0020622,1,1
3043,FBgn0027490,1,1
3045,FBgn0002924,1,1
3046,FBgn0052500,3,0
3046,FBgn0052857,3,0
3046,FBgn0053502,3,0
3047,FBgn0064122,1,1
3048,FBgn0035903,1,1
3049,FBgn0004552,1,1
3051,FBgn0036672,1,1
3052,FBgn0034112,1,1
3053,FBgn0030506,1,1
3054,FBgn0027795,1,1
3055,FBgn0033552,1,1
3056,FBgn0038276,1,1
3057,FBgn0000100,1,1
3058,FBgn0031345,1,1
3059,FBgn0023215,1,1
3060,FBgn0033730,1,1
3061,FBgn0037371,1,1
3062,FBgn0000377,1,1
3063,FBgn0038827,1,1
3064,FBgn0029893,1,1
3065,FBgn0026077,1,1
3066,FBgn0040623,1,1
3068,FBgn0036718,1,1
3069,FBgn0004635,1,1
3070,FBgn0033822,1,1
3071,FBgn0038177,2,0
3071,FBgn0038178,2,0
3072,FBgn0032691,1,1
3073,FBgn0039265,1,1
3074,FBgn0034318,1,1
3075,FBgn0003513,1,1
3076,FBgn0037110,1,1
3077,FBgn0032397,1,1
3078,FBgn0037036,3,0
3078,FBgn0037038,3,0
3078,FBgn0037039,3,0
3079,FBgn0035229,1,1
3080,FBgn0001276,1,1
3081,FBgn0034021,1,1
3083,FBgn0033891,1,1
3084,FBgn0053547,1,1
3085,FBgn0010660,1,1
3086,FBgn0039527,1,1
3087,FBgn0033701,1,1
3088,FBgn0036648,1,1
3089,FBgn0050105,1,1
3090,FBgn0031640,1,1
3091,FBgn0051146,1,1
3092,FBgn0033381,1,1
3093,FBgn0032218,1,1
3094,FBgn0032800,1,1
3095,FBgn0038806,1,1
3096,FBgn0038902,1,1
3097,FBgn0017429,1,1
3099,FBgn0033032,1,1
3100,FBgn0034833,1,1
3101,FBgn0030106,1,1
3102,FBgn0028292,1,1
3103,FBgn0026089,1,1
3104,FBgn0024994,1,1
3107,FBgn0032681,1,1
3108,FBgn0031358,1,1
3109,FBgn0036681,1,1
3110,FBgn0002570,7,0
3110,FBgn0002571,7,0
3110,FBgn0033294,7,0
3110,FBgn0033296,7,0
3110,FBgn0033297,7,0
3110,FBgn0050359,7,0
3110,FBgn0050360,7,0
3111,FBgn0027528,1,1
3112,FBgn0035624,1,1
3113,FBgn0029835,1,1
3114,FBgn0037321,1,1
