gene_id,flag_zea_mays_paralog_hoopes,orthogroup_hoopes,freq_pav_hoopes,flag_pav,flag_detect_shrtRd_rsem_B73,flag_detect_shrtRd_rsem_C123,flag_detect_shrtRd_rsem_Hp301,flag_detect_shrtRd_rsem_Mo17,flag_detect_shrtRd_rsem_NC338,flag_detect_ccs_B73,flag_detect_ccs_C123,flag_detect_ccs_Hp301,flag_detect_ccs_Mo17,flag_detect_ccs_NC338,flag_detect_shrtRd_genomeAln_B73,flag_detect_shrtRd_genomeAln_C123,flag_detect_shrtRd_genomeAln_Hp301,flag_detect_shrtRd_genomeAln_Mo17,flag_detect_shrtRd_genomeAln_NC338,flag_detect_B73,flag_detect_C123,flag_detect_Hp301,flag_detect_Mo17,flag_detect_NC338,flag_detect_num_geno_gt0_lt5,num_detect_genotype,flag_analyze_B73,flag_analyze_C123,flag_analyze_Hp301,flag_analyze_Mo17,flag_analyze_NC338,sum_analyze,mean_B73_Amb,mean_B73_Ele,mean_C123_Amb,mean_C123_Ele,mean_Hp301_Amb,mean_Hp301_Ele,mean_Mo17_Amb,mean_Mo17_Ele,mean_NC338_Amb,mean_NC338_Ele,flag_no_assoc_v5_gene,flag_no_assoc_pangene,flag_core,flag_near_core,flag_dispensable,flag_private,flag_any_tandem_dup,flag_temperate_tandem_dup,pangene_class
Zm00001d016530,1.0,OG0000271,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,27.38416666666668,49.89666666666667,37.19166666666667,65.395,30.33666666666668,68.92999999999999,38.145833333333336,66.49083333333333,26.36,80.87333333333333,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d016533,0.0,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1,0,1,1,1,1,0,1,1,1,1,4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0075,0.0,0.0,0.0,0.0,0.0,0.0,9.152499999999998,33.77166666666667,0.0,0,0,0,1,0,0.0,0.0,dispensable
Zm00001d016535,0.0,OG0010900,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,152.66583333333338,178.10250000000005,325.37916666666666,312.54583333333335,206.10083333333336,190.09083333333336,272.01,225.39166666666665,332.8616666666667,399.26250000000016,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d016542,0.0,OG0011240,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,379.7025,589.7666666666665,584.4075,486.6533333333332,130.61583333333334,165.61499999999995,619.52,732.5783333333331,706.3649999999999,439.6575,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d016543,0.0,OG0007697,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,50.17583333333332,61.94666666666666,84.55250000000002,97.84583333333336,79.35499999999998,112.77583333333332,68.55916666666667,86.8075,89.8875,113.41083333333331,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d016544,0.0,OG0015348,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,0.0,1.0,1.0,1.0,1.0,4.0,1.62,2.6083333333333334,1.9758333333333336,10.799166666666665,3.7725,14.599166666666665,3.5583333333333327,10.786666666666665,2.645833333333333,12.857500000000002,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d016549,1.0,OG0002173,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,242.90916666666664,239.21833333333336,181.8975,193.68166666666667,124.89083333333332,179.85666666666668,184.84166666666667,179.72333333333336,264.57166666666666,511.85583333333335,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d016550,1.0,OG0001804,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,49.75666666666667,55.01583333333333,48.63333333333333,38.26750000000001,11.425,10.576666666666666,39.04166666666666,27.996666666666666,25.156666666666666,52.64416666666667,0.0,0,1,0,0,0,1.0,1.0,core
Zm00001d016552,1.0,OG0007142,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,20.921666666666667,30.23583333333333,64.51583333333333,155.31666666666666,39.54833333333333,87.72333333333334,60.00083333333333,121.00166666666664,22.08166666666667,53.61833333333333,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d016553,0.0,OG0005223,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,38.403333333333336,49.40166666666667,27.352500000000006,84.42333333333335,17.2975,28.576666666666664,20.745833333333334,38.91,19.11,49.51833333333334,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d016557,1.0,OG0004077,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,56.18833333333334,16.575,87.94416666666667,90.535,31.185,24.00083333333333,72.27666666666666,43.915,42.886666666666656,34.0375,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d016559,0.0,OG0010850,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,26.47000000000001,20.52416666666666,16.12666666666666,40.394166666666656,6.825833333333334,22.055000000000003,18.959166666666672,52.39,9.177500000000002,35.6875,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d016561,1.0,OG0007264,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,534.2416666666667,458.4916666666666,618.8649999999999,565.5825,642.6166666666667,538.4875,650.6775,580.7600000000001,716.0791666666665,369.34916666666663,0.0,0,1,0,0,0,1.0,1.0,core
Zm00001d016567,1.0,OG0000168,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,9.110833333333332,47.73916666666667,45.97166666666666,188.1341666666667,47.04166666666666,162.9625,58.49083333333334,99.04250000000002,3.7591666666666654,24.93,0.0,0,1,0,0,0,1.0,1.0,core
Zm00001d016568,1.0,OG0000168,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,34.965,88.17833333333333,2.6358333333333333,12.985,1.5166666666666666,6.2375000000000025,2.958333333333333,14.210833333333332,4.4125,16.4075,0.0,0,1,0,0,0,1.0,1.0,core
Zm00001d016570,1.0,OG0007272,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,14.035833333333334,57.92333333333333,16.400000000000002,52.5,6.061666666666667,16.08,13.328333333333333,35.02583333333334,8.7575,12.550833333333333,0.0,0,1,0,0,0,1.0,0.0,core
Zm00001d016572,1.0,OG0007298,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,38.16166666666667,36.52,41.44166666666667,78.56333333333333,17.565833333333334,31.01583333333333,37.66166666666667,35.580833333333345,39.515,39.78250000000001,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d016577,1.0,OG0003003,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,9.0325,13.4875,4.7075000000000005,11.653333333333334,2.529166666666667,9.9625,17.21333333333333,35.052499999999995,6.11,16.280000000000005,0.0,0,1,0,0,0,1.0,1.0,core
Zm00001d016586,1.0,OG0002315,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.3700000000000001,1.3525,1.2175,2.2783333333333338,0.6791666666666666,3.6175,1.8383333333333327,2.999166666666667,1.165,2.5058333333333334,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d016587,0.0,OG0009249,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,16.334166666666665,14.059166666666664,34.73,28.887500000000006,11.2025,10.7075,37.981666666666655,23.436666666666664,30.85333333333334,26.34833333333333,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d016588,0.0,OG0007225,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,120.93083333333334,87.3725,66.70833333333333,622.2266666666667,129.2425,69.37916666666666,31.51583333333333,18.9175,135.78333333333333,315.4483333333333,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d016591,1.0,OG0000089,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,12.808333333333335,18.4275,15.245833333333335,30.30166666666667,10.758333333333333,17.568333333333335,21.939166666666665,34.52833333333333,17.500833333333333,32.39833333333333,0.0,0,1,0,0,0,1.0,1.0,core
Zm00001d016595,0.0,OG0010802,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,6.2349999999999985,8.994166666666667,10.675,25.12,6.727500000000003,13.558333333333335,10.424166666666665,19.616666666666667,10.821666666666667,24.391666666666666,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d016602,0.0,OG0010812,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,16.830000000000002,25.2475,18.545,41.295,20.983333333333327,34.37166666666667,26.984166666666663,43.94083333333333,17.748333333333328,41.64916666666667,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d016606,1.0,OG0002986,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,46.9975,85.94666666666667,70.38000000000002,117.63833333333336,71.00750000000002,108.63666666666668,78.41583333333334,105.18083333333334,77.92416666666666,134.87833333333333,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d016619,1.0,OG0002620,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,92.09250000000002,106.91416666666666,59.16833333333334,90.9,31.3625,45.58333333333332,54.50416666666667,96.92583333333334,55.18750000000001,108.82000000000002,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d016625,0.0,OG0015324,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,855.8483333333335,767.7016666666666,1030.9075,1405.5408333333332,41.61666666666665,49.41916666666666,54.76083333333333,36.678333333333335,1497.8925,2432.2591666666667,0.0,0,0,1,0,0,0.0,0.0,near-core
Zm00001d016634,1.0,OG0007244,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,8.486666666666665,23.251666666666665,20.709166666666672,28.685,19.328333333333326,16.692500000000006,7.445,10.679166666666664,9.794166666666666,20.4175,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d016640,1.0,OG0005208,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,18.5825,26.675,39.48333333333333,85.01083333333334,25.03666666666667,50.35833333333333,38.73416666666667,81.30250000000002,40.3475,120.81916666666667,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d016653,1.0,OG0001175,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,4.404166666666667,6.279166666666666,9.325,14.692499999999995,7.4433333333333325,9.703333333333333,11.964166666666667,14.574166666666667,8.378333333333332,14.22166666666667,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d016659,0.0,OG0005234,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,97.65916666666668,123.69916666666664,31.34500000000001,40.37166666666667,46.16499999999999,40.32166666666667,144.76083333333332,144.79250000000005,127.81666666666668,225.80916666666667,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d016660,1.0,OG0000251,57.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,507.90083333333337,648.7216666666667,570.2408333333334,1095.36,176.76750000000004,222.19916666666663,682.4716666666667,1019.6008333333334,706.2041666666665,855.0375,0.0,0,1,0,0,0,1.0,1.0,core
Zm00001d016661,1.0,OG0000251,58.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,507.90083333333337,648.7216666666667,570.2408333333334,1095.36,176.76750000000004,222.19916666666663,682.4716666666667,1019.6008333333334,706.2041666666665,855.0375,0.0,0,1,0,0,0,1.0,1.0,core
Zm00001d016664,1.0,OG0005195,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,17.810833333333328,13.695000000000002,9.388333333333334,66.76833333333333,3.983333333333333,30.58,6.190833333333333,71.27416666666667,5.340833333333333,120.98083333333332,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d016665,1.0,OG0002310,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,57.39416666666667,63.855,110.6275,142.87500000000003,31.68583333333334,35.886666666666656,108.10166666666665,84.61749999999998,79.55499999999998,83.1275,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d016675,0.0,OG0012585,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,0.0,1.0,0.0,0.0,1.0,2.0,2.5341666666666667,3.9233333333333333,1.8666666666666667,9.27,1.2775,3.083333333333333,2.125,5.989999999999998,1.9508333333333336,10.842499999999998,0.0,0,1,0,0,0,1.0,1.0,core
Zm00001d016684,1.0,OG0003732,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.3241666666666666,0.5583333333333332,0.4216666666666667,0.455,0.3408333333333334,0.5558333333333334,0.6158333333333332,1.4566666666666668,0.5458333333333333,0.8633333333333334,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d016687,1.0,OG0002015,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,11.950833333333335,16.82416666666667,16.636666666666667,31.66,16.773333333333333,23.17833333333333,23.376666666666665,35.28833333333333,22.656666666666666,40.30833333333333,0.0,0,1,0,0,0,1.0,0.0,core
Zm00001d016690,0.0,OG0013169,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,0.0,1.0,1.0,1.0,0.0,3.0,3.8658333333333332,3.480833333333333,5.163333333333333,3.665,7.315,4.123333333333334,7.624999999999999,2.3625000000000003,3.3041666666666667,1.7475000000000005,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d016691,1.0,OG0004918,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,5691.979166666668,3510.2325,9335.2725,4378.5625,841.3041666666666,306.38666666666666,2286.3225,1672.4533333333334,7720.198333333334,2953.3608333333336,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d016694,0.0,OG0012623,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1,1,1,1,1,1,1,1,1,0,5,0.0,0.0,0.0,0.0,0.0,0.0,1.03,1.8,1.6116666666666668,4.696666666666666,0.6525000000000001,1.8216666666666663,1.2141666666666666,1.9866666666666668,1.825,3.5083333333333333,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d016695,0.0,OG0006157,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,21.166666666666668,20.718333333333334,35.009166666666665,42.20083333333334,28.649166666666666,26.375,31.968333333333334,28.856666666666666,46.07583333333333,38.25333333333333,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d016696,1.0,OG0000401,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,0.0,1.0,1.0,4.0,6.651666666666667,13.774166666666664,5.130833333333333,8.879166666666666,5.4925,6.091666666666668,11.5075,13.42,4.3,15.634166666666667,0.0,0,1,0,0,0,1.0,0.0,core
Zm00001d016702,0.0,OG0010212,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,51.17249999999999,61.57083333333333,26.405,26.32833333333333,29.685,27.83833333333333,61.59250000000001,48.38333333333333,28.684166666666666,30.45583333333333,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d016704,0.0,OG0010001,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,49.96416666666667,83.44333333333334,29.85833333333333,72.44083333333334,19.530833333333334,37.761666666666656,37.56166666666668,71.73500000000001,41.141666666666666,130.49333333333334,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d016708,1.0,OG0000368,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,21.32583333333333,61.70666666666667,28.375,77.45666666666666,45.86083333333333,47.88333333333335,55.675,48.45916666666667,166.14,311.26666666666665,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d016719,1.0,OG0001651,,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,2.4408333333333334,24.9025,1.6216666666666668,16.935833333333335,2.648333333333333,17.729166666666668,5.385833333333334,38.6075,2.1225,28.19333333333333,0.0,0,1,0,0,0,1.0,1.0,core
Zm00001d016720,1.0,OG0006935,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,29.60083333333333,128.32333333333335,29.859166666666663,177.30333333333337,42.01583333333335,230.65833333333333,29.125,154.9008333333333,21.245,255.78666666666663,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d016722,1.0,OG0001652,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,135.60583333333332,172.24666666666667,138.67666666666668,276.4183333333333,96.12916666666666,172.18499999999997,142.55833333333337,262.3925,179.28416666666664,511.51333333333326,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d016731,1.0,OG0001657,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,55.18583333333334,62.40416666666666,59.59666666666667,102.685,44.67333333333334,64.75500000000001,90.99166666666666,105.77250000000002,48.93333333333334,82.47833333333331,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d016732,1.0,OG0007044,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,0.0,1.0,0.0,0.0,0.0,1.0,2.6308333333333342,4.045000000000001,2.6241666666666665,5.950833333333333,2.0558333333333336,3.566666666666667,2.1866666666666665,3.9658333333333338,1.9566666666666668,3.375833333333334,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d016746,0.0,OG0015317,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1,1,1,1,1,1,1,1,1,1,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.1491666666666666,0.2208333333333333,0.2991666666666667,0.2141666666666666,0.2425,0.0525,0.7991666666666666,0.0591666666666666,0.9525,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d016755,1.0,OG0012373,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,0.0,0.0,0.0,0.0,1.0,1.0,0.6358333333333334,1.1549999999999998,0.7508333333333334,3.580833333333333,0.71,0.7799999999999999,2.6425,2.2725000000000004,7.0,5.009166666666665,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d016760,1.0,OG0001628,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,0.0,4.0,43.29833333333334,32.3775,1.8616666666666664,21.383333333333336,26.05666666666667,133.19083333333333,86.3225,39.88666666666667,0.0,0.1716666666666666,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d016766,1.0,OG0002600,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,0.0,1.0,0.0,1.0,0.0,2.0,2.461666666666667,3.5191666666666666,3.918333333333333,6.984166666666668,1.663333333333333,2.4575,4.375,6.001666666666666,2.938333333333334,4.5808333333333335,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d016768,1.0,OG0000422,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,5.4366666666666665,8.605833333333335,6.6816666666666675,24.30833333333333,6.587500000000001,21.395,9.574166666666667,22.65083333333333,6.0458333333333325,38.79,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d016770,0.0,OG0006444,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,5.791666666666668,8.520833333333334,8.056666666666667,15.16166666666667,4.724166666666666,7.947499999999999,8.03,11.078333333333333,10.668333333333337,17.110833333333336,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d016771,1.0,OG0000562,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,2.5033333333333334,6.185833333333334,1.8316666666666668,11.3225,2.245833333333333,13.773333333333332,5.7558333333333325,33.1075,4.783333333333332,36.06833333333334,0.0,0,1,0,0,0,1.0,1.0,core
Zm00001d016783,1.0,OG0000184,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,4.845833333333333,13.488333333333335,4.150833333333334,15.2125,2.410833333333333,14.25583333333333,6.700833333333333,33.85833333333333,8.83,71.44583333333334,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d016784,1.0,OG0002985,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,4.733333333333333,8.160833333333333,7.690000000000001,16.5575,8.0625,12.246666666666664,11.376666666666667,17.949166666666667,6.7375,11.730833333333335,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d016786,0.0,OG0015314,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,5.7633333333333345,10.084166666666668,9.555833333333332,21.621666666666666,7.535833333333334,16.56083333333333,11.978333333333332,22.8225,5.199166666666667,30.1075,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d016787,1.0,OG0004491,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,1.0,1.0,1.0,1.0,1.0,5.0,72.61333333333333,149.35,85.17916666666666,153.5641666666667,102.18416666666666,145.48666666666668,86.67000000000002,166.54916666666668,50.42083333333333,119.47499999999998,0.0,0,1,0,0,0,0.0,0.0,core
Zm00001d016792,0.0,OG0016502,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,5,0.0,1.0,1.0,1.0,1.0,4.0,3.135,3.7416666666666663,4.9816666666666665,10.101666666666668,4.1575,6.107500000000001,5.411666666666666,13.645833333333336,3.4124999999999988,11.885833333333334,0.0,0,1,0,0,0,0.0,0.0,core
