featureID	effect_AUM2073	pval_AUM2073	effect_CB4856	pval_CB4856	effect_Combo	pval_Combo	effect_CX11314	pval_CX11314	effect_DL238	pval_DL238	effect_KJ550	pval_KJ550	effect_N2	pval_N2	effect_NS	pval_NS	effect_NInoN2	pval_NInoN2	effect_RB2011	pval_RB2011	effect_RB2055	pval_RB2055	effect_RB2347	pval_RB2347	effect_RB2550	pval_RB2550	effect_CM	pval_CM	effect_UGT	pval_UGT	effect_UGT49	pval_UGT49	effect_UGT60	pval_UGT60	effect_VC1265	pval_VC1265	effect_VC2524	pval_VC2524	flag_sig05_COMBO_path	flag_sig05_VC1265	direction_VC1265	flag_sig05_DL238	direction_DL238	flag_sig05_UGT60	direction_UGT60	dir_pd_vs_strain_Combo	sum_flag_sig05_strain_4_Combo	flag_sig05_NS_path	flag_sig05_CB4856	direction_CB4856	flag_sig05_CX11314	direction_CX11314	dir_pd_vs_strain_NInoN2	sum_flag_sig05_strain_4_NInoN2	flag_sig05_N2	direction_N2	dir_pd_vs_strain_NI	sum_flag_sig05_strain_4_NI	flag_sig05_CM_path	flag_sig05_KJ550	direction_KJ550	flag_sig05_RB2347	direction_RB2347	flag_sig05_AUM2073	direction_AUM2073	flag_sig05_VC2524	direction_VC2524	dir_pd_vs_strain_TCA	sum_flag_sig05_strain_4_TCA	flag_sig05_UGT_path	flag_sig05_RB2055	direction_RB2055	flag_sig05_RB2550	direction_RB2550	flag_sig05_RB2011	direction_RB2011	flag_sig05_UGT49	direction_UGT49	dir_pd_vs_strain_UGT	sum_flag_sig05_strain_4_UGT	ms2_id	min_height	mean_sn	max_right_on_left_assymetry	clique	mean_right_on_left_assymetry	isotopic_pattern_annot	min_mz	min_sn	max_rt	mean_rt_cor	raw_isotopic_pattern	rt	min_right_on_left_assymetry	min_rt_cor	mean_peakwidth	mean_mz	min_peakwidth	max_sn	mz	max_height	max_rt_cor	min_rt	mean_height	neutral_mass	num_clustered_ms2	min_intensity	mean_rt	main_peak	max_peakwidth	max_mz	num_detection	annotations	mean_intensity	max_intensity	total_detection	rank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks_ppm	medianAbsoluteMassErrorFragmentP	massErrorPrecursor_ppm_	ionMass	retentionTimeInSeconds	id
met_4858	-0.015376	0.974923	0.9099	0.142357	0.192057	0.530274	0.1507	0.768838	0.766979	0.1732	0.115454	0.843117	0.157988	0.768488	0.453314	0.101801	0.56059	0.083101	0.016585	0.977212	0.041968	0.932777	0.113244	0.811917	0.775775	0.131477	0.091392	0.682584	0.109106	0.651539	-0.175284	0.746543	-0.23266	0.689542	0.069499	0.881809	0.188341	0.70951	0	0	strain	0	strain	0	pd1074	mix strain & pd1074	0	0	0	strain	0	strain	all strain direction	0	0	strain	all strain direction	0	0	0	strain	0	strain	0	pd1074	0	strain	mix strain & pd1074	0	0	0	strain	0	strain	0	strain	0	pd1074	mix strain & pd1074	0	1111_(e30)	196216.8594	2.4479E+11	2.199790525	156	0.721893081		1772.5729	1.2225E+01	9.32	9.292447408		9.29	0.166625786	9.218148124	0.138783532	1772.5760	0.055131635	1.0000E+12	1772.5761	1928469	9.319257184	9.22	1024867.811	1771.568849	1	633139.7077	9.29	[m+h]+	0.193213894	1772.5788	190	[m+h]+	4638566.49	10948052.82	192																
met_4859	-0.082106	0.871024	1.330462	0.04798	-0.211487	0.497828	-0.073528	0.883225	-0.590058	0.253065	-0.447055	0.426134	-0.123046	0.820914	0.00117	0.996591	0.043415	0.891063	0.655266	0.274953	-0.38534	0.43743	-0.253855	0.592978	-0.21791	0.661379	0.058364	0.796938	-0.157868	0.516736	0.091746	0.866169	-0.896422	0.146996	0.611163	0.227113	0.400813	0.421698	0	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0	0	1	strain	0	pd1074	mix strain & pd1074	1	0	pd1074	mix strain & pd1074	1	0	0	pd1074	0	pd1074	0	pd1074	0	strain	mix strain & pd1074	0	0	0	pd1074	0	pd1074	0	strain	0	strain	mix strain & pd1074	0	1125_(e30)	532361.875	9.0714E+11	inf	156	inf		1779.6261	6.5973E+00	9.39	9.356034236		9.36		9.313371834	0.131071894	1779.6290	0.018370287	1.0000E+12	1779.6289	43532640	9.39385841	9.31	7160284.404	1778.621666	1	1000000	9.36	[m+h]+	0.202130333	1779.6312	139	[m+h]+	30859471.91	117505441.4	140																
met_486	-0.183313	0.709487	0.808805	0.190906	-0.726595	0.019694	-0.872156	0.102968	-0.839812	0.129422	0.134291	0.799198	-0.036704	0.945401	-0.295633	0.289216	-0.391827	0.230351	-0.819398	0.184696	0.322893	0.512379	-0.006313	0.989349	0.020982	0.96586	-0.206904	0.347799	-0.19561	0.418925	-0.214674	0.692743	-0.674978	0.25971	-0.67365	0.164732	-0.263196	0.591972	1	0	pd1074	0	pd1074	0	pd1074	all pd1074 direction	0	0	0	strain	0	pd1074	mix strain & pd1074	0	0	pd1074	mix strain & pd1074	0	0	0	strain	0	pd1074	0	pd1074	0	pd1074	mix strain & pd1074	0	0	0	strain	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0	589_(e30)	54609.80469	9.9471E+11	7.00114555	9	1.109882981		1593.2919	1.0617E+02	5.73	5.711559848		5.71		5.675321724	0.092063638	1593.2958	0.036911442	1.0000E+12	1593.2958	2202071.25	5.733403758	5.68	719379.433	1592.288565	1	131030.1149	5.71	[m+h]+	0.128729981	1593.2984	189	[m+h]+	2231155.318	6884713.141	189																
met_4860	-0.009522	0.984432	1.558446	0.024039	0.336443	0.273098	0.591135	0.278766	0.721401	0.181605	0.754411	0.174448	-0.296742	0.588537	0.552131	0.053736	0.869731	0.00954	-0.223064	0.726515	0.03988	0.93599	0.392812	0.412021	0.519401	0.298876	0.322432	0.147842	-0.096407	0.696879	-0.891108	0.125919	-0.22247	0.706648	0.401172	0.404366	0.160151	0.748007	0	0	strain	0	strain	0	pd1074	mix strain & pd1074	0	0	1	strain	0	strain	all strain direction	1	0	pd1074	mix strain & pd1074	1	0	0	strain	0	strain	0	pd1074	0	strain	mix strain & pd1074	0	0	0	strain	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0	1133_(e30)	84303.15625	9.4937E+11	inf	156	inf		1784.5805	1.0464E+01	9.40	9.347489083		9.35		9.310137193	0.106709962	1784.5854	0.018390952	1.0000E+12	1784.5855	1420136.25	9.397475108	9.31	676216.401	1783.578176	1	205690.0469	9.35	[m+h]+	0.165397845	1784.5876	155	[m+h]+	2509998.244	5058701.582	158																
met_4861	-0.081911	0.866786	-0.959608	0.124473	-0.117367	0.705899	-0.301753	0.551343	-1.241875	0.029685	0.747257	0.178306	0.203002	0.705416	-0.518591	0.061574	-0.781257	0.015896	1.155158	0.071593	-0.1632	0.738846	-0.264786	0.573141	0.143274	0.772958	0.098527	0.654852	0.458872	0.063524	1.001271	0.08455	0.669012	0.269637	0.169631	0.717471	0.091997	0.852769	0	0	strain	1	pd1074	0	strain	mix strain & pd1074	1	0	0	pd1074	0	pd1074	all pd1074 direction	1	0	strain	mix strain & pd1074	1	0	0	strain	0	pd1074	0	pd1074	0	strain	mix strain & pd1074	0	0	0	pd1074	0	strain	0	strain	0	strain	mix strain & pd1074	0		100603.5547	9.8165E+11	inf	156	inf		1785.6165	4.7580E+00	9.35	9.311852953		9.31	0.058750662	9.264857291	0.120500302	1785.6195	0.018397513	1.0000E+12	1785.6192	1401470.25	9.346488465	9.26	556941.4995	1784.611908		301278.9456	9.31	[m+h]+	0.192945108	1785.6227	109	[m+h]+	2480778.188	7578457.649	109																
met_4863	-0.00568	0.990761	1.064082	0.092767	-0.107238	0.72075	-0.558093	0.282109	-0.512041	0.326978	0.167023	0.751905	0.251425	0.642244	-0.032774	0.904901	-0.131033	0.680518	0.424871	0.470831	-0.22544	0.660119	-0.149601	0.749369	-0.506422	0.311753	-0.001673	0.993953	-0.245126	0.31546	-0.773974	0.170623	-0.010393	0.985732	0.159566	0.735405	-0.171606	0.739837	0	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0	0	0	strain	0	pd1074	mix strain & pd1074	0	0	strain	mix strain & pd1074	0	0	0	strain	0	pd1074	0	pd1074	0	pd1074	mix strain & pd1074	0	0	0	pd1074	0	pd1074	0	strain	0	pd1074	mix strain & pd1074	0	1146_(e30)	1000000	9.2248E+11	5.993967365	156	2.061433761		1791.6257	9.2108E+02	9.34	9.279908155		9.28	0.499473537	9.260579067	0.174606257	1791.6288	0.064331719	1.0000E+12	1791.6289	132057608	9.342627585	9.26	19150814.65	1790.621628	1	1000000	9.28	[m+h]+	0.257793295	1791.6306	128	[m+h]+	80094920.63	452778000.6	129																
met_4866	-0.928473	0.083507	0.885993	0.150429	-0.192066	0.558309	-0.414016	0.419489	-1.21824	0.035748	0.530959	0.3271	0.312334	0.562883	-0.139242	0.617833	-0.303954	0.351194	0.24295	0.676697	-0.211365	0.668339	0.049758	0.916058	0.44054	0.412276	0.184747	0.41732	-0.157554	0.523346	-0.440144	0.425033	-0.964518	0.119541	1.171074	0.024044	0.097102	0.842387	0	1	strain	1	pd1074	0	pd1074	mix strain & pd1074	2	0	0	strain	0	pd1074	mix strain & pd1074	1	0	strain	mix strain & pd1074	1	0	0	strain	0	strain	0	pd1074	0	strain	mix strain & pd1074	1	0	0	pd1074	0	strain	0	strain	0	pd1074	mix strain & pd1074	0	1188_(e30)	167539.8438	9.9465E+11	inf	156	inf		1817.6423	1.3983E+03	9.34	9.29881089		9.30	0.285169065	9.247783493	0.160871165	1817.6439	0.036777965	1.0000E+12	1817.6439	29245520	9.342627585	9.25	5339759.174	1816.636576	1	489741.0732	9.30	[m+h]+	0.220738014	1817.6470	185	[m+h]+	29543035.67	113221833.3	187																
met_4868	-0.440764	0.407867	-0.200145	0.729757	-0.062796	0.851413	-0.416561	0.412481	-1.362113	0.028047	-0.19342	0.714579	0.164119	0.761009	-0.402589	0.148425	-0.608552	0.061377	0.120213	0.837189	0.24211	0.626702	-0.657918	0.175745	-0.155244	0.753083	-0.040009	0.861711	-0.252592	0.301701	-1.112287	0.059638	-0.618726	0.301632	1.341289	0.011972	-0.105705	0.830298	0	1	strain	1	pd1074	0	pd1074	mix strain & pd1074	2	0	0	pd1074	0	pd1074	all pd1074 direction	1	0	strain	mix strain & pd1074	1	0	0	pd1074	0	pd1074	0	pd1074	0	pd1074	mix strain & pd1074	1	0	0	strain	0	pd1074	0	strain	0	pd1074	mix strain & pd1074	0		69223.73438	9.7688E+11	16.00733216	156	1.908721712		1830.6461	5.3097E+00	9.30	9.240895998		9.24	0.250071265	9.197362135	0.182262051	1830.6480	0.027561907	1.0000E+12	1830.6480	6918855	9.300717738	9.20	2247793.182	1829.64068		263419.3112	9.24	[m+h]+	0.275730226	1830.6503	167	[m+h]+	14488351.79	40042622.81	173																
met_4869	-0.243696	0.630141	-0.077229	0.894085	-0.056849	0.861879	-0.043762	0.930297	-0.798568	0.135549	0.400044	0.453546	0.456131	0.403216	-0.120289	0.654762	-0.305348	0.323362	0.053729	0.925934	-0.412723	0.406728	0.055175	0.907355	0.457452	0.37351	0.391558	0.086052	-0.419744	0.098954	-1.925814	0.005553	-1.06172	0.089439	1.500947	0.006288	0.458483	0.356629	0	1	strain	0	pd1074	0	pd1074	mix strain & pd1074	1	0	0	pd1074	0	pd1074	all pd1074 direction	0	0	strain	mix strain & pd1074	0	0	0	strain	0	strain	0	pd1074	0	strain	mix strain & pd1074	1	0	0	pd1074	0	strain	0	strain	1	pd1074	mix strain & pd1074	1		76264.60156	7.4172E+11	inf	156	inf		1831.6484	5.0486E+00	9.27	9.237576944		9.24		9.180314002	0.078534392	1831.6516	0.018380718	1.0000E+12	1831.6516	3776736.75	9.27046135	9.18	1555919.7	1830.644313		231054.9083	9.24	[m+h]+	0.174576795	1831.6546	148	[m+h]+	5140019.003	16301117.89	151																
met_4870	0.307808	0.536848	-0.055536	0.923657	0.316571	0.312652	-0.313048	0.535644	-0.127602	0.803306	0.136772	0.798233	-0.0736	0.890621	-0.150354	0.571087	-0.175391	0.566112	-0.262795	0.666097	0.245182	0.623153	-0.18707	0.713742	0.067387	0.900679	0.375838	0.102204	-0.19906	0.424367	-0.863744	0.131261	-0.369968	0.52796	1.385505	0.010045	0.324023	0.512213	0	1	strain	0	pd1074	0	pd1074	mix strain & pd1074	1	0	0	pd1074	0	pd1074	all pd1074 direction	0	0	pd1074	all pd1074 direction	0	0	0	strain	0	pd1074	0	strain	0	strain	mix strain & pd1074	1	0	0	strain	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0	1231_(e30)	88163.14844	9.8649E+11	16.00229092	156	2.513582078		1855.6551	5.7764E+00	9.32	9.251342063		9.25	0.099994111	9.206269953	0.15017262	1855.6586	0.045969628	1.0000E+12	1855.6587	1714422.5	9.324240069	9.21	657346.8336	1854.651382	1	230558.5215	9.25	[m+h]+	0.238831081	1855.6619	132	[m+h]+	3917419.108	11789736.81	148																
met_4873	-0.557179	0.271062	0.801907	0.192427	0.134928	0.668627	-0.828591	0.14335	0.305493	0.571572	-0.031709	0.952503	0.384357	0.478564	0.149968	0.594644	0.063286	0.847853	0.491694	0.405211	-0.344152	0.485936	0.602488	0.213342	0.136558	0.783996	0.119937	0.592797	-0.210502	0.392348	-0.519771	0.376494	-0.96069	0.119758	0.705421	0.157702	-0.174773	0.721046	0	0	strain	0	strain	0	pd1074	mix strain & pd1074	0	0	0	strain	0	pd1074	mix strain & pd1074	0	0	strain	mix strain & pd1074	0	0	0	pd1074	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0	0	0	pd1074	0	strain	0	strain	0	pd1074	mix strain & pd1074	0	4042_(e30)	20253.81445	1.1009E+11	3.83915321	157	2.453165939		960.8952	6.2743E+00	9.69	9.654364136		9.65	0.672176854	9.594373829	0.243547223	960.8960	0.048000842	1.0000E+12	960.8960	301243264	9.68972215	9.59	71554412.45	942.862205	1	37683.20832	9.65	[m+nh4]+	0.30569211	960.8966	218	[m+h]+|[m+nh4]+ |[m+nh4]+ +1|[m+nh4]+ +2|[m+nh4]+ +3|[m+nh4]+ +4|[m+na]+|[m+nh4]+ +5|[m+ch3coona+na]+|[2m+2na-h]+	358603672.8	1094533018	218																
met_4874	-0.760119	0.147319	2.387521	0.003424	0.048052	0.877123	-0.40462	0.453613	0.374721	0.491064	-0.295379	0.597227	0.274887	0.611845	0.375687	0.198432	0.41702	0.229299	0.381526	0.514027	-0.654386	0.210515	0.533487	0.270294	-0.012212	0.98039	-0.093449	0.680267	-0.150685	0.552451	0.614818	0.35475	-0.911315	0.138675	0.377711	0.43153	-0.505617	0.311529	0	0	strain	0	strain	0	pd1074	mix strain & pd1074	0	0	1	strain	0	pd1074	mix strain & pd1074	1	0	strain	mix strain & pd1074	1	0	0	pd1074	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0	0	0	pd1074	0	pd1074	0	strain	0	strain	mix strain & pd1074	0		20800.85352	4.5455E+10	8.041996043	157	1.813370331		934.8794	6.7902E+00	9.70	9.657170718		9.66	0.499347096	9.580034711	0.228525929	934.8808	0.045971685	1.0000E+12	934.8809	290797696	9.699445244	9.58	69368042.75	916.8470539		125715.8144	9.66	[m+nh4]+	0.285605319	934.8813	219	[m+nh4]+ |[m+nh4]+ +1|[m+nh4]+ +2|[m+nh4]+ +3|[m+nh4]+ +4|[m+na]+|[m+nh4]+ +5|[m+ch3coona+na]+|[2m+h]+|[2m+2na-h]+	295006168.9	1045193191	220																
met_4875	-0.420719	0.395566	-1.63135	0.020058	-0.233939	0.454603	-1.52804	0.013132	-0.409755	0.434918	-0.144859	0.785112	0.387916	0.474144	-0.64154	0.028195	-1.063946	0.002179	0.070613	0.903939	-0.53761	0.282719	0.423919	0.372824	-0.214872	0.66546	-0.054537	0.805432	-0.38947	0.115748	-0.459982	0.416116	-0.947386	0.157979	0.275345	0.565114	-0.490462	0.32696	0	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0	1	1	pd1074	1	pd1074	all pd1074 direction	2	0	strain	mix strain & pd1074	2	0	0	pd1074	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0	0	0	pd1074	0	pd1074	0	strain	0	pd1074	mix strain & pd1074	0	4198_(e30)	15313.83594	6.8493E+10	6.672640997	157	1.947603502		986.9106	5.5415E+00	9.71	9.666775575		9.66	0.230324313	9.594373829	0.218629944	986.9114	0.02890133	1.0000E+12	986.9113	48294752	9.713681978	9.59	19962559.94	492.4483766	1	29252.38741	9.67	[m+2h]2+	0.276409615	986.9124	219	[m+2h]2+ |[m+2h]2+ +1|[m+nh4]+|[m+na]+|[m+ch3coona+nh4]+	91230030.36	227477249.4	219																
met_4878	0.100945	0.837834	-7.174314	0.000091	1.04105	0.001416	-0.034858	0.953669	0.546432	0.287724	-0.180196	0.740672	0.552283	0.317794	0.162189	0.605656	-0.023846	0.950195	1.195161	0.071452	0.459512	0.355989	0.941971	0.067637	0.64224	0.204489	0.310272	0.174238	0.746571	0.003374	0.174519	0.748065	2.11271	0.004398	1.021208	0.046655	-0.309152	0.529645	1	1	strain	0	strain	1	strain	all strain direction	2	0	1	pd1074	0	pd1074	mix strain & pd1074	1	0	strain	mix strain & pd1074	1	0	0	pd1074	0	strain	0	strain	0	pd1074	mix strain & pd1074	1	1	0	strain	0	strain	0	strain	0	strain	all strain direction	1	3746_(e30)	712989.6875	6.0377E+11	17.03585043	157	3.250698115		916.8701	5.1589E+02	9.65	9.601075338		9.60	0.286177721	9.560063163	0.243294783	916.8705	0.036819614	1.0000E+12	916.8705	26368324	9.64920081	9.56	8530566.112	915.8631765	1	1000000	9.60	[m+h]+	0.304779897	916.8711	158	[m+h]+ |[m+h]+ +1|[m+h]+ +2|[m+h]+ +3	49545509.4	104699794.3	159																
met_4879	0.468113	0.346077	-1.957373	0.008892	1.698138	2E-6	0.573009	0.34129	1.56231	0.00977	-0.016487	0.9753	0.549293	0.317363	0.394322	0.199347	0.323783	0.382337	1.205778	0.089771	0.493213	0.322468	1.175252	0.024032	1.323417	0.019722	0.712303	0.002239	0.814902	0.002236	-0.268685	0.632491	2.136479	0.004182	1.568471	0.004953	0.484974	0.335824	1	1	strain	1	strain	1	strain	all strain direction	3	0	1	pd1074	0	strain	mix strain & pd1074	2	0	strain	mix strain & pd1074	2	1	0	pd1074	1	strain	0	strain	0	strain	mix strain & pd1074	2	1	0	strain	1	strain	0	strain	0	pd1074	mix strain & pd1074	2	4136_(e30)	67043.60156	3.5135E+11	8.510874908	157	3.737993339		974.9471	1.3019E+02	9.60	9.587742426		9.59	0.399820932	9.574121421	0.144791853	974.9476	0.046034283	1.0000E+12	974.9476	8129803	9.604988838	9.57	2556356.029	973.940289	1	170972.7446	9.59	[m+h]+	0.219923526	974.9488	184	[m+h]+ |[m+h]+ +1|[m+h]+ +2	14257639.52	43447149.62	185																
met_488	0.505294	0.312469	-0.235994	0.701112	-0.067696	0.827309	-0.082904	0.873693	-0.770547	0.148962	0.522885	0.343588	0.638943	0.2513	-0.120456	0.663411	-0.369495	0.246671	-0.165506	0.775052	0.223182	0.655703	-0.073257	0.875798	-0.08336	0.865469	0.295884	0.183423	-0.111248	0.648084	-0.732507	0.19918	0.122181	0.842107	0.3971	0.414709	0.217121	0.657635	0	0	strain	0	pd1074	0	strain	mix strain & pd1074	0	0	0	pd1074	0	pd1074	all pd1074 direction	0	0	strain	mix strain & pd1074	0	0	0	strain	0	pd1074	0	strain	0	strain	mix strain & pd1074	0	0	0	strain	0	pd1074	0	pd1074	0	pd1074	mix strain & pd1074	0		45502.65234	8.4375E+11	inf	9	inf		1604.2742	6.5452E+01	5.72	5.680823515		5.68	0.399689589	5.642520078	0.136147067	1604.2758	0.064835903	1.0000E+12	1604.2758	1705471.875	5.719605438	5.64	754707.3858	1603.268509		143222.8855	5.68	[m+h]+	0.19317423	1604.2774	192	[m+h]+	3250597.148	7178202.847	192																
met_4880	-0.192213	0.695334	-1.722313	0.015481	-0.095134	0.762412	-0.597449	0.257121	-0.736549	0.160969	0.376258	0.486734	0.322597	0.550275	-0.563525	0.045257	-0.893925	0.006712	0.623359	0.29749	-0.037653	0.938499	0.590164	0.220919	0.177412	0.726269	0.316405	0.158099	0.251569	0.320432	1.388792	0.044803	-0.475796	0.440803	0.767591	0.131977	0.07511	0.877964	0	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0	1	1	pd1074	0	pd1074	all pd1074 direction	1	0	strain	mix strain & pd1074	1	0	0	strain	0	strain	0	pd1074	0	strain	mix strain & pd1074	0	0	0	pd1074	0	strain	0	strain	1	strain	mix strain & pd1074	1	4247_(e30)	10443.06055	1.9900E+10	4.202680368	157	1.787071027		998.9109	6.6265E+00	9.70	9.635875257		9.63	0.499984925	9.598934827	0.211866916	998.9115	0.101255852	1.0000E+12	998.9114	13268237	9.701228832	9.60	3384795.606	997.9041715	1	42338.96726	9.64	[m+h]+	0.266830631	998.9124	200	[m+h]+ |[m+h]+ +1|[m+h]+ +2	19995553.49	74680231.41	201	114	C39H74O4	[M + H]+	C39H74O4	1	104.6842526	104.6842526	0	14	0.47592233	-2.179705741	2.179705741	1.173039782	607.5667	570.12	4247_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime570.12scanNumNApre
met_4881	-0.890686	0.087025	1.35134	0.041626	0.250612	0.414756	-0.181489	0.722614	0.15779	0.764638	-0.21384	0.699968	0.3696	0.499642	0.320541	0.24717	0.303666	0.344309	0.368078	0.529244	-0.351734	0.482693	0.350316	0.458751	0.023784	0.962173	-0.072347	0.7492	0.008942	0.970985	0.370737	0.54161	-0.211856	0.715729	0.672088	0.176998	-0.41898	0.397425	0	0	strain	0	strain	0	pd1074	mix strain & pd1074	0	0	1	strain	0	pd1074	mix strain & pd1074	1	0	strain	mix strain & pd1074	1	0	0	pd1074	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0	0	0	pd1074	0	strain	0	strain	0	strain	mix strain & pd1074	0	4276_(e30)	29536.29297	1.9372E+11	9.06264477	157	1.140802573		1004.9577	2.2835E+01	9.68	9.652127911		9.65	0.142775487	9.611452224	0.233315214	1004.9585	0.076658396	1.0000E+12	1004.9584	37280148	9.681376527	9.61	10740329.44	1003.951163	1	96842.44057	9.65	[m+h]+	0.3045818	1004.9592	189	[m+h]+ |[m+h]+ +1|[m+h]+ +2	70220087.01	203908100.2	191	1784	C30H58NO9P	[M + H]+	C30H58NO9P	0.486934673	12.15043042	12.15043042	0	4	0.529159802	-2.573787019	2.573787019	-0.321368609	608.392	130.35	4276_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime130.35scanNumNApre
met_4882	-0.579148	0.248108	0.454705	0.439867	-0.009875	0.975101	-0.631807	0.22571	-0.060208	0.909392	0.08689	0.873087	0.22315	0.679973	-0.034199	0.899813	-0.120962	0.700166	0.242303	0.677147	-0.293826	0.550805	0.321991	0.494508	0.278906	0.583485	0.183118	0.412784	-0.267362	0.279591	-0.628941	0.275574	-1.271718	0.048361	0.794068	0.111981	0.251743	0.608522	0	0	strain	0	pd1074	1	pd1074	mix strain & pd1074	1	0	0	strain	0	pd1074	mix strain & pd1074	0	0	strain	mix strain & pd1074	0	0	0	strain	0	strain	0	pd1074	0	strain	mix strain & pd1074	0	0	0	pd1074	0	strain	0	strain	0	pd1074	mix strain & pd1074	1	4375_(e30)	21969.13867	5.8482E+11	3.003007267	157	1.418856456		1030.9733	1.0129E+01	9.68	9.635517345		9.64	0.111209416	9.569423879	0.247003826	1030.9741	0.064348607	1.0000E+12	1030.9740	34288360	9.675116932	9.57	11008991.29	1029.966772	1	139239.5479	9.64	[m+h]+	0.33634544	1030.9752	214	[m+h]+ |[m+h]+ +1|[m+h]+ +2	71442710.63	172357119.5	224																
met_4883	-0.451652	0.365015	-1.261663	0.053314	-0.27352	0.38835	-1.017023	0.0697	-0.849866	0.120856	0.079852	0.882689	0.306183	0.572309	-0.65132	0.02258	-1.018943	0.002424	0.152268	0.793069	-0.115527	0.813304	0.31503	0.503769	-0.04055	0.93545	0.097002	0.661604	-0.247835	0.310811	-0.523526	0.349288	-0.952826	0.140602	0.565861	0.244892	-0.068959	0.887664	0	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0	1	0	pd1074	0	pd1074	all pd1074 direction	0	0	strain	mix strain & pd1074	0	0	0	strain	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0	0	0	pd1074	0	pd1074	0	strain	0	pd1074	mix strain & pd1074	0	4442_(e30)	10273.63672	4.7442E+11	12.98309185	157	1.311338268		1056.9892	2.4110E+01	9.71	9.649430873		9.65	0.125167823	9.589338422	0.212001577	1056.9901	0.045977435	1.0000E+12	1056.9900	7174848	9.711907368	9.59	2792914.759	1055.98277	1	45685.31939	9.65	[m+h]+	0.294871762	1056.9907	208	[m+h]+ |[m+h]+ +1|[m+h]+ +2	17289707.19	42539635.08	215																
met_4885	-0.727098	0.154218	0.967163	0.120805	-0.212133	0.489187	0.078252	0.877554	-0.303496	0.557429	0.227905	0.667406	0.264842	0.624732	0.188368	0.487305	0.162757	0.603445	0.077163	0.896846	-0.061979	0.901389	0.282482	0.551361	-0.25627	0.602259	0.04699	0.832061	-0.226764	0.357819	0.122508	0.830909	-1.229271	0.054362	0.425489	0.369794	-0.050967	0.917994	0	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0	0	0	strain	0	strain	mix strain & pd1074	0	0	strain	mix strain & pd1074	0	0	0	strain	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0	0	0	pd1074	0	pd1074	0	strain	0	strain	mix strain & pd1074	0		265349.9688	1.0000E+12	3.751272237	157	1.605454695		1879.7436	1.0000E+06	9.71	9.657707791		9.66	0.538617707	9.642748347	0.159123059	1879.7476	0.092037218	1.0000E+12	1879.7475	13198656	9.710848588	9.64	1627796.992	1878.74026		1000000	9.66	[m+h]+	0.211661195	1879.7511	100	[m+h]+	6722231.696	55117604.13	100																
met_4889	0.336068	0.498746	-2.504651	0.002742	0.007971	0.979047	-0.588509	0.294172	-0.35061	0.498841	0.659251	0.227235	-0.709019	0.205089	-0.782915	0.00787	-0.811257	0.019222	0.007424	0.989775	0.212894	0.665892	-0.246587	0.60139	0.147126	0.769776	0.220317	0.319294	-0.013993	0.955799	-1.40222	0.044965	0.449795	0.46871	0.049294	0.916331	0.453211	0.364915	0	0	strain	0	pd1074	0	strain	mix strain & pd1074	0	1	1	pd1074	0	pd1074	all pd1074 direction	1	0	pd1074	all pd1074 direction	1	0	0	strain	0	pd1074	0	strain	0	strain	mix strain & pd1074	0	0	0	strain	0	strain	0	strain	1	pd1074	mix strain & pd1074	1	4601_(e30)	123015.6094	5.4945E+09	3.500333829	157	1.280023494		617.5503	4.7076E+00	9.65	9.632149861		9.63	0.285588519	9.617334324	0.14539354	617.5506	0.082827113	1.0000E+12	617.5506	2238338.25	9.648130238	9.62	968146.7439	616.5432828	1	428878.2014	9.63	[m+h]+	0.230260956	617.5510	182	[m+h]+	3627863.359	10778612.4	182																
