featureID	effect_AUM2073	pval_AUM2073	flag_sig_AUM2073	effect_CB4856	pval_CB4856	flag_sig_CB4856	effect_CX11314	pval_CX11314	flag_sig_CX11314	effect_DL238	pval_DL238	flag_sig_DL238	effect_KJ550	pval_KJ550	flag_sig_KJ550	effect_N2	pval_N2	flag_sig_N2	effect_NS	pval_NS	flag_sig_NS	effect_RB2011	pval_RB2011	flag_sig_RB2011	effect_RB2055	pval_RB2055	flag_sig_RB2055	effect_RB2347	pval_RB2347	flag_sig_RB2347	effect_RB2550	pval_RB2550	flag_sig_RB2550	effect_CM	pval_CM	flag_sig_CM	effect_UGT	pval_UGT	flag_sig_UGT	effect_UGT49	pval_UGT49	flag_sig_UGT49	effect_UGT60	pval_UGT60	flag_sig_UGT60	effect_VC1265	pval_VC1265	flag_sig_VC1265	effect_VC2524	pval_VC2524	flag_sig_VC2524	ms2_id	min_height	mean_sn	max_right_on_left_assymetry	clique	mean_right_on_left_assymetry	isotopic_pattern_annot	min_mz	min_sn	max_rt	mean_rt_cor	raw_isotopic_pattern	rt	min_right_on_left_assymetry	min_rt_cor	mean_peakwidth	mean_mz	min_peakwidth	max_sn	mz	max_height	max_rt_cor	min_rt	mean_height	neutral_mass	num_clustered_ms2	min_intensity	mean_rt	main_peak	max_peakwidth	max_mz	num_detection	annotations	mean_intensity	max_intensity	total_detection	rank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks_ppm	medianAbsoluteMassErrorFragmentP	massErrorPrecursor_ppm_	ionMass	retentionTimeInSeconds	id
met_1831	0.127842	0.803079	0	1.836342	0.012792	1	0.254081	0.621511	0	0.064892	0.898335	0	-0.197314	0.709405	0	0.105853	0.853165	0	0.391278	0.165749	0	0.815037	0.182382	0	-0.659909	0.194872	0	-0.536073	0.265161	0	0.03343	0.949229	0	0.050033	0.823165	0	-0.066248	0.802108	0	1.177749	0.081528	0	-1.673351	0.019125	1	0.741909	0.13438	0	0.122044	0.80282	0	469_(e30)	10116.80566	3.9024E+10	4.009284057	96	1.651928667		766.5388	3.1321E+02	5.00	4.970326755		4.97	0.834902239	4.94592253	0.204567007	766.5392	0.077264613	1.0000E+12	766.5392	38813984	4.997405458	4.95	8872496.382	767.5465049	1	18046.2936	4.97	[m-h]-	0.25103949	766.5399	205	[m-h]- |[m-h]- +1|[m-h]- +2|[m-h]- +3	43734468.54	165453069.8	205	92	C43H78NO8P	[M - H]-	C43H78NO8P	1	34.05013481	34.05013481	0	20	0.742926421	-2.2559066	2.2559066	1.397664403	766.5403	309.18	469_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime309.18scanNumNApre
met_1833	0.272497	0.600366	0	-1.679556	0.017261	1	0.505269	0.342717	0	-1.079178	0.051067	0	0.367986	0.491285	0	-0.343296	0.52514	0	-0.514863	0.071769	0	-0.681439	0.258996	0	0.067585	0.891064	0	-1.257259	0.02026	1	-0.148442	0.767959	0	0.099435	0.66482	0	-0.121431	0.617973	0	0.107621	0.845153	0	-0.080791	0.892967	0	0.706601	0.146662	0	0.215881	0.659603	0	1182_(e30)	13273.23926	7.4372E+11	2.600596778	96	1.175451721		868.6063	8.0963E+01	5.00	4.985828818		4.99	0.498870484	4.964604747	0.201319384	868.6068	0.105028629	1.0000E+12	868.6068	8513299	5.004859277	4.96	2846918.328	869.6140893	1	59756.49154	4.99	[m-h]-	0.282057075	868.6079	199	[m-h]- |[m-h]- +1|[m-h]- +2	14464133.97	43290993.82	199																
met_1840	0.831778	0.106963	0	-0.620543	0.298576	0	1.846071	0.004179	1	1.537357	0.010593	1	0.206047	0.701043	0	-0.253614	0.644473	0	0.541497	0.068865	0	0.757731	0.244278	0	1.186947	0.030152	1	0.198744	0.689271	0	-0.42014	0.397172	0	0.423837	0.060494	0	0.881539	0.001228	1	2.029606	0.0032	1	2.238611	0.004959	1	0.132323	0.777315	0	0.812587	0.114488	0		15737.85938	1.0000E+12	4.488804361	96	1.222928814		736.5290	1.0000E+06	5.03	4.975816009		4.98	0.199312284	4.941309012	0.152388732	736.5299	0.093885098	1.0000E+12	736.5300	1083301.25	5.025973181	4.94	195944.7676	737.5372802		62509.33967	4.98	[m-h]-	0.228306677	736.5306	193	[m-h]-	1187714.469	8137528.137	193																
met_1842	0.066861	0.892608	0	2.729946	0.001888	1	0.093946	0.858706	0	0.404718	0.425454	0	-0.10874	0.847378	0	0.426476	0.449447	0	0.569716	0.049288	1	0.633194	0.306419	0	0.741806	0.146931	0	0.5789	0.228276	0	0.150128	0.785354	0	0.465918	0.043802	1	0.193321	0.448441	0	0.221663	0.697363	0	-1.046182	0.093296	0	1.718818	0.002713	1	0.254402	0.60483	0	470_(e30)	10945.64453	3.4146E+10	3.336662283	96	2.167610649		766.5389	2.1163E+01	5.24	5.174313395		5.18	0.664094799	5.153630829	0.232618926	766.5394	0.067216941	1.0000E+12	766.5394	42516272	5.23853681	5.15	8396099.94	767.5466767	1	26709.85899	5.17	[m-h]-	0.317772875	766.5399	205	[m-h]-	38969740.97	192268320.5	205	1212	C47H77NO7	[M - H]-	C47H77NO7	0.263316583	1	1	0	1	0	NaN	NaN	4.13878062	766.5659	404.81	470_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime404.81scanNumNApre
met_1843	0.060031	0.902409	0	2.908653	0.001527	1	0.264447	0.630076	0	0.452742	0.374979	0	-0.266939	0.633577	0	0.45372	0.417394	0	0.651619	0.026865	1	0.496398	0.411304	0	0.597231	0.235159	0	0.646513	0.181408	0	0.193877	0.715715	0	0.497724	0.033159	1	0.21313	0.39201	0	0.353357	0.529798	0	-0.757821	0.208944	0	2.085953	0.000792	1	0.380344	0.441503	0		10308.57031	6.4677E+10	4.167863248	96	2.069702444		767.5423	1.6420E+02	5.24	5.174468809		5.18	0.661947489	5.151214405	0.225494021	767.5428	0.077189227	1.0000E+12	767.5428	20880452	5.23853681	5.15	4152603.073	768.550104		38184.70904	5.17	[m-h]-	0.290133808	767.5433	201	[m-h]-	19066764.96	93818865.47	201																
met_1875	-0.565619	0.261458	0	-1.581427	0.023723	1	-1.077478	0.056878	0	-1.277434	0.045406	1	-0.708923	0.209701	0	0.181874	0.739745	0	-0.832903	0.005831	1	-0.45114	0.444091	0	-1.6563	0.004947	1	-0.47803	0.315926	0	-0.722177	0.157313	0	-0.651941	0.004104	1	-1.230507	7E-6	1	-1.883029	0.007853	1	-2.215479	0.003964	1	-0.663034	0.171022	0	-0.893402	0.088096	0	1067_(e30)	12780.875	2.9703E+10	1.746676136	98	1.066712747		850.5593	1.8349E+01	3.62	3.559073243		3.56	0.142317607	3.545659788	0.128057262	850.5601	0.077020903	1.0000E+12	850.5601	28695232	3.619154738	3.55	14370875.44	813.6114795	1	38999.80861	3.56	[m-2h+k]-	0.178622522	850.5610	202	[m-h]- |[m-h]- +1|[m-h]- +2|[2m-h+cl]2-|[m-2h+k]- |[m-2h+k]- +1|[m-2h+k]- +2	61130949.09	120054741.7	202																
met_1876	0.405216	0.442595	0	-0.155686	0.792511	0	0.159515	0.772536	0	-0.30935	0.541964	0	0.723381	0.225701	0	-0.543137	0.322289	0	-0.219287	0.423077	0	-0.365795	0.532649	0	0.745353	0.144257	0	-0.632349	0.196072	0	-0.024763	0.960558	0	0.087424	0.701621	0	-0.117799	0.634813	0	-0.563705	0.343563	0	-0.748973	0.218599	0	-0.132309	0.777337	0	0.355125	0.474122	0	131_(e30)	15750.02246	1.0000E+12	1.466350759	98	0.786292316		698.4765	1.0000E+06	3.68	3.663256948		3.66	0.347782163	3.639911051	0.26802336	698.4770	0.169706134	1.0000E+12	698.4770	4780706.5	3.683551718	3.64	1000148.222	699.484291	1	113993.7822	3.66	[m-h]-	0.392435688	698.4775	196	[m-h]- |[m-h]- +1|[m-h]- +2	5701873.161	31948646	196	1155	C41H61N7O3	[M - H]-	C41H61N7O3	0.308542714	5.432747119	5.432747119	0	3	0.194938612	-0.665162532	2.680074645	0.698147871	698.4768	175.65	131_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime175.65scanNumNApre
met_1888	0.535788	0.301251	0	0.119467	0.836368	0	0.702859	0.180493	0	0.712784	0.176096	0	0.309524	0.57265	0	0.49775	0.363006	0	0.526408	0.052553	0	0.315833	0.587981	0	-0.00977	0.984051	0	-0.995415	0.049739	1	-0.141915	0.774122	0	-0.047907	0.832267	0	0.226876	0.347308	0	0.924404	0.108535	0	0.27296	0.640478	0	-0.265247	0.572649	0	0.271045	0.583557	0	780_(e30)	11091.10645	8.2803E+10	8.028417722	98	0.8451635		812.5367	1.2404E+02	4.34	3.587964243		3.59	0.132775756	3.548939248	0.20413826	812.5455	0.075370775	1.0000E+12	812.5455	14309274	4.336648972	3.55	4452902.56	813.552791	1	32274.72315	3.59	[m-h]-	0.479006399	812.5464	155	[m-h]-	24183694.32	91250027.2	157	100	C44H80NO10P	[M - H]-	C44H80NO10P	1	32.38142484	32.38142484	0	19	0.918790772	-3.201819727	3.201819727	0.482511175	812.5451	222	780_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime222scanNumNAprecMz
met_1905	0.158048	0.751657	0	3.128369	0.001006	1	0.582641	0.296753	0	0.01037	0.983569	0	-0.182821	0.729512	0	0.152208	0.789263	0	0.514673	0.083066	0	0.800742	0.195517	0	-0.226146	0.645374	0	-0.535993	0.267469	0	-0.075884	0.884875	0	0.180075	0.423493	0	0.000283	0.999147	0	1.307989	0.068934	0	-1.728569	0.015265	1	1.033557	0.042712	1	0.469442	0.345137	0	479_(e30)	13451.12012	4.3902E+10	2.732073862	100	1.76125692		768.5541	3.9056E+02	5.56	5.528010456		5.53	0.623462863	5.487708549	0.265561027	768.5547	0.105755743	1.0000E+12	768.5547	51983780	5.555047416	5.49	10024127.98	769.5619894	1	59847.65108	5.53	[m-h]-	0.328455998	768.5556	205	[m-h]- |[m-h]- +1|[m-h]- +2|[m-h]- +3|[m+cl]-|[m-2h+k]-	54806513.95	254234643.3	205	62	C43H80NO8P	[M - H]-	C43H80NO8P	1	42.06920327	42.06920327	0	12	0.948329155	-1.526200162	2.310566944	0.678288241	768.5554	316.24	479_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime316.24scanNumNApre
met_1906	-0.069854	0.887791	0	2.828317	0.003342	1	-0.458573	0.369116	0	-1.135864	0.047918	1	0.395979	0.467762	0	-0.014101	0.980792	0	-0.202612	0.504318	0	-1.435177	0.033154	1	-0.093104	0.85108	0	-0.595225	0.250121	0	0.288397	0.565973	0	0.114088	0.617807	0	-0.666194	0.013267	1	-1.311051	0.048855	1	-2.890963	0.000851	1	-0.096249	0.839173	0	1.080049	0.04317	1	637_(e30)	18070.51563	7.0707E+10	2.556418856	100	1.596769735		792.5548	4.5416E+01	5.56	5.534270104		5.54	0.924617319	5.507695489	0.246437442	792.5553	0.095970383	1.0000E+12	792.5553	24156776	5.564361763	5.51	3593572.305	793.5625645	1	66308.11202	5.53	[m-h]-	0.310114786	792.5557	198	[m-h]- |[m-h]- +1|[m-h]- +2|[m-h]- +3|[m-h]- +4|[m-2h+k]-	17723778.05	114084791.8	198	427	C45H80NO8P	[M - H]-	C45H80NO8P	0.99798995	6.639755641	6.639755641	0	5	0.207060063	-1.399160001	1.399160001	2.045661212	792.5565	288.46	637_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime288.46scanNumNApre
met_1910	0.345749	0.482937	0	-4.331109	0.000304	1	-0.068797	0.893584	0	0.265814	0.602918	0	-0.696372	0.312152	0	-0.03197	0.953224	0	-0.202329	0.489402	0	0.018767	0.974099	0	1.56635	0.006869	1	1.653799	0.005209	1	0.131419	0.788514	0	0.414002	0.086836	0	0.552577	0.034593	1	-0.304189	0.578772	0	3.311728	0.000372	1	0.466064	0.360771	0	0.146715	0.764105	0	306_(e30)	75289.92188	9.9482E+11	3.365510796	100	1.818990301		738.5445	9.3541E+03	5.55	5.498651242		5.50	0.907581124	5.471733343	0.236886686	738.5451	0.151354312	1.0000E+12	738.5451	4363958.5	5.547076015	5.47	917687.2549	739.552377	1	467525.8706	5.50	[m-h]-	0.328260348	738.5458	193	[m-h]- |[m-h]- +1|[m-h]- +2	6353003.655	42576005.39	193	1204	C44H77N5O4	[M - H]-	C44H77N5O4	0.266331658	1	1	0	1	0	NaN	NaN	-3.627859322	738.5876	402.46	306_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime402.46scanNumNApre
met_1911	-0.207778	0.671512	0	-0.64704	0.310364	0	0.778336	0.142729	0	0.758998	0.162153	0	-0.289461	0.588868	0	0.180049	0.737123	0	0.339489	0.223225	0	0.937257	0.132388	0	1.133118	0.049945	1	1.088924	0.034793	1	-0.296072	0.56306	0	-0.009493	0.966207	0	0.813475	0.00215	1	1.333302	0.028476	1	1.538142	0.024297	1	-0.076596	0.870077	0	-0.520891	0.300659	0	448_(e30)	88298.77344	7.0103E+11	29.1701441	100	1.150468008		762.5436	1.9742E+02	5.41	5.352818364		5.35	0.273450839	5.315824593	0.209591046	762.5443	0.111424102	1.0000E+12	762.5443	16229021	5.414953401	5.32	1458051.486	763.5515574	1	367623.0278	5.35	[m-h]-	0.420770607	762.5447	194	[m-h]- |[m-h]- +1|[m-h]- +2|[m-h]- +3|[m-h]- +4	8608289.423	105054299.3	194	1156	C46H73N3O6	[M - H]-	C46H73N3O6	0.307537688	1	1	0	1	0	NaN	NaN	3.330158121	762.5452	326.8	448_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime326.8scanNumNAprec
met_1922	0.795202	0.121194	0	0.05421	0.92934	0	0.582476	0.270956	0	0.491669	0.336468	0	0.036575	0.948571	0	0.196898	0.721535	0	0.355897	0.193544	0	1.446803	0.033098	1	0.996063	0.059761	0	0.804586	0.108485	0	0.358975	0.484109	0	0.676804	0.003806	1	0.891879	0.000551	1	0.653582	0.24421	0	1.418105	0.031858	1	1.402856	0.009626	1	0.315718	0.528385	0	449_(e30)	95719.32031	6.0209E+11	4.227561313	100	2.052582448		762.5437	2.3896E+02	5.55	5.508172285		5.51	0.44861978	5.484616783	0.207308333	762.5444	0.112330017	1.0000E+12	762.5444	2737726.75	5.545722616	5.48	1192343.251	763.5516272	1	507329.336	5.51	[m-h]-	0.420603775	762.5454	191	[m-h]-	6184363.83	15209033.29	191	863	C21H38O2	[M - H]-	C21H38O2	0.648241206	6	6	0	1	0	NaN	NaN	0.610047403	321.2801	186.06	449_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime186.06scanNumNApre
met_1923	0.757495	0.138163	0	0.49418	0.424271	0	0.686544	0.195745	0	0.60103	0.245143	0	0.41132	0.478474	0	0.075814	0.89155	0	0.473599	0.086035	0	1.489723	0.032473	1	1.032452	0.051973	0	0.779546	0.125918	0	0.513423	0.329501	0	0.786437	0.000883	1	0.962132	0.000221	1	0.816318	0.150032	0	1.265867	0.048845	1	1.546759	0.005293	1	0.479492	0.339069	0		54214.44141	9.2268E+11	4.227561313	100	1.753757546		763.5472	2.0802E+01	5.55	5.508845635		5.51	0.11139307	5.471854149	0.193244567	763.5479	0.066117278	1.0000E+12	763.5478	1311153	5.545722616	5.47	585098.454	764.5551061		260206.6407	5.51	[m-h]-	0.404114599	763.5490	194	[m-h]-	3008662.694	8877299.78	194																
met_1968	0.5139	0.302706	0	-2.689648	0.004186	1	-0.062928	0.910364	0	0.43438	0.399915	0	-0.17715	0.751054	0	0.43494	0.44729	0	-0.026168	0.930394	0	0.109784	0.849505	0	-0.156875	0.750354	0	0.638445	0.214251	0	0.336327	0.508316	0	0.309386	0.185644	0	0.139539	0.57758	0	-0.57332	0.373437	0	1.027743	0.100747	0	-0.620226	0.214495	0	1.289039	0.019513	1	239_(e30)	236511.0313	8.2828E+11	5.717538131	101	2.60364529		724.5288	2.0346E+02	5.22	5.196711261		5.20	0.221918628	5.167861786	0.27224933	724.5299	0.102953385	1.0000E+12	724.5300	6156106	5.219114718	5.17	2118362.01	725.5373055	1	1000000	5.20	[m-h]-	0.440282554	724.5304	194	[m-h]- |[m-h]- +1|[m-2h+na]-|[2m+cl]-	16492703.14	49702197.52	198	453	C42H79NO8	[M - H]-	C42H79NO8	0.995979899	1	1	0	1	0	NaN	NaN	-0.817082826	724.5727	369.24	239_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime369.24scanNumNApre
met_1992	0.141615	0.772112	0	0.357368	0.575795	0	-0.058693	0.90677	0	0.793384	0.133691	0	-0.45473	0.396228	0	0.537466	0.327538	0	0.394821	0.149527	0	-0.079842	0.890072	0	0.01254	0.979612	0	0.042947	0.926996	0	-0.181276	0.711621	0	0.13434	0.546656	0	0.289447	0.250147	0	0.682124	0.275262	0	1.963004	0.006556	1	1.103227	0.031935	1	-0.162367	0.741215	0	9_(e30)	11270.21777	1.0000E+12	6.318430146	102	3.052266092	m|m+1.0028_1c13	664.6251	1.0000E+06	7.03	6.982293446	1.0000|0.1039	6.98	0.833652372	6.963178538	0.208427867	664.6256	0.09481375	1.0000E+12	664.6256	7091539.5	7.028027339	6.96	2617228.06	665.6328778	1	38017.61207	6.98	[m-h]-	0.253645378	664.6261	198	[m-h]- |[m-h]- +1|[m-h]- +2|[m-h]- +3|[m+cl]- |[m+cl]- +1|[m+cl]- +2|[m-2h+k]-|[m+cl]- +3|[m+cl]- +4	12336085.98	30956011.19	198	671	C41H62O7	[M - H]-	C41H62O7	0.92361809	15.77906792	15.77906792	0	3	0.409295093	-3.316284406	3.316284406	-0.71812728	665.4418	187.24	9_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime187.24scanNumNApre
met_1993	-0.459131	0.368997	0	0.015167	0.979253	0	-0.082781	0.874866	0	-0.540284	0.308891	0	0.544256	0.369747	0	-0.582639	0.300132	0	-0.302529	0.270467	0	-0.915838	0.138846	0	-0.220392	0.652822	0	-0.532075	0.26602	0	-0.37478	0.47523	0	-0.312893	0.172924	0	-0.380786	0.120919	0	-0.314279	0.569774	0	-0.21248	0.716966	0	-0.710649	0.145382	0	-0.090231	0.859296	0	25_(e30)	80551.98438	9.8980E+11	4.257647269	102	1.864660056	m|m+1.0024_1c13	668.6202	2.7640E+04	6.99	6.972617011	1.0000|0.0817	6.97	0.554992966	6.961571359	0.184170344	668.6205	0.093576802	1.0000E+12	668.6205	8448718	6.98539713	6.96	2031304.339	633.6511391	1	229045.5304	6.97	[m+cl]-	0.235358409	668.6211	196	[m+cl]-|[m-2h+k]-	7252551.557	31125889.04	196	250	C39H78N2O6	[M - H]-	C39H78N2O6	1	13.21245976	13.21245976	0	8	0.558392754	-5.377075047	5.377075047	4.014801024	669.5814	405.29	25_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime405.29scanNumNApre
met_1994	-0.325475	0.52462	0	0.102246	0.860217	0	-0.071679	0.891802	0	-0.631569	0.22939	0	0.61849	0.314886	0	-0.52035	0.349901	0	-0.292289	0.284343	0	-0.781669	0.200603	0	-0.212238	0.664837	0	-0.58967	0.221197	0	-0.345463	0.506299	0	-0.274178	0.231688	0	-0.332445	0.17389	0	-0.250825	0.650472	0	-0.1662	0.776462	0	-0.693892	0.153478	0	-0.032886	0.947354	0		32286.84961	1.0000E+12	4.663246965	102	1.618980876	m|m+0.4976_1c13|m+0.9946_cl37	669.6236	1.0000E+06	6.99	6.972999285	1.0000|0.0000|0.0000	6.97	0.55441396	6.95986735	0.165229927	669.6240	0.08474146	1.0000E+12	669.6240	4046054.25	6.986914308	6.96	922433.0999	634.6545905		98206.55397	6.97	[m+cl]-	0.242954172	669.6244	196	[m+cl]-|[m-2h+k]-	3236198.527	14514675.27	196																
met_1998	0.152265	0.778423	0	0.571976	0.336916	0	0.297727	0.596618	0	0.162454	0.749251	0	1.228665	0.092357	0	-0.094789	0.861157	0	0.215716	0.432248	0	-1.075781	0.091247	0	0.512126	0.311677	0	0.06286	0.894203	0	0.118638	0.830016	0	0.093322	0.690554	0	-0.105591	0.679041	0	-0.766772	0.187198	0	0.330771	0.582963	0	-0.574696	0.234589	0	0.252747	0.606487	0		23435.81836	1.0000E+12	3.997053492	102	1.112019258	m|m+0.3339_1c13	766.6177	1.0000E+06	7.00	6.987133411	1.0000|0.0104	6.99	0.187816786	6.97394028	0.149743871	766.6183	0.065629403	1.0000E+12	766.6183	1414193.375	7.0028768	6.97	271789.5593	767.6255313		65996.54185	6.99	[m-h]-	0.281999213	766.6188	183	[m-h]- |[m-h]- +1	910864.8459	4260645.404	183																
met_1999	0.468905	0.346772	0	0.002838	0.996472	0	-0.201798	0.697888	0	0.833401	0.122295	0	-0.848937	0.13533	0	0.783216	0.164815	0	0.361038	0.198048	0	0.065956	0.910398	0	0.154755	0.754437	0	0.348586	0.463086	0	0.02655	0.956705	0	0.137923	0.541623	0	0.290212	0.235086	0	0.376956	0.512365	0	1.095717	0.080715	0	0.680762	0.161302	0	-0.259654	0.612813	0	542_(e30)	444969.5313	9.9490E+11	4.345555837	102	2.614537159		778.6176	1.2405E+04	7.03	6.979207972		6.97	1.086574925	6.95986735	0.225611519	778.6179	0.15228985	1.0000E+12	778.6179	8249510	7.026212177	6.96	4290612.045	779.6251338	1	1000000	6.98	[m-h]-	0.282332271	778.6186	196	[m-h]- |[m-h]- +1|[m-h]- +2|[m-h]- +3	20067302.22	42514930.1	196	342	C47H89NO7	[M - H]-	C47H89NO7	1	1	1	0	1	0	NaN	NaN	-2.218872455	778.6549	444.72	542_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime444.72scanNumNApre
met_20	-0.369105	0.458103	0	-0.221333	0.70316	0	0.224218	0.661558	0	-0.220525	0.664343	0	0.441941	0.42313	0	0.012813	0.981002	0	-0.043323	0.870764	0	0.987621	0.118492	0	-0.492876	0.325701	0	-0.203691	0.664341	0	0.29112	0.555806	0	0.006901	0.97525	0	0.108754	0.660156	0	-0.319705	0.575228	0	0.391912	0.519236	0	0.458384	0.347228	0	-0.198929	0.685585	0	2242_(e30)	10956.67871	1.0000E+12	10.05021482	2	2.163940673	m|m+0.4990_1c13|m+0.9956_cl37@br81	232.1190	1.0000E+06	0.80	0.771361925	1.0000|0.0000|0.0000	0.77	0.485414219	0.740313072	0.122258112	232.1191	0.066131616	1.0000E+12	232.1191	487700.125	0.798488239	0.74	83078.90689	233.126383	1	22593.64489	0.77	[m-h]-	0.204432142	232.1192	156	[m-h]-	267089.4334	1638593.667	156																
met_2003	1.12775	0.038345	1	0.392297	0.532189	0	-0.009256	0.985387	0	0.829823	0.121131	0	-0.491956	0.373718	0	0.534923	0.335286	0	0.423918	0.123734	0	-0.346456	0.554445	0	0.900666	0.083972	0	0.672642	0.166038	0	-0.124737	0.799609	0	0.550576	0.017205	1	0.195635	0.422788	0	-0.106713	0.846359	0	0.669342	0.266348	0	1.067589	0.036472	1	0.290597	0.561029	0	872_(e30)	105218.5313	8.6735E+11	5.668652461	102	3.152243769		824.6074	3.3249E+02	7.02	6.979202283		6.97	0.889195284	6.963178538	0.166239809	824.6083	0.102895459	1.0000E+12	824.6083	2135695.25	7.023080255	6.96	904640.6869	825.6155637	1	312446.0612	6.98	[m-h]-	0.206703054	824.6087	196	[m-h]- |[m-h]- +1|[m-h]- +2	3435033.859	8701310.604	196	155	C47H88NO8P	[M - H]-	C47H88NO8P	1	24.8272564	24.8272564	0	9	0.773043393	-2.835140821	2.835140821	1.480740239	824.6187	407.4	872_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime407.4scanNumNAprec
met_2038	0.486999	0.343383	0	3.130486	0.001072	1	0.245731	0.665464	0	0.557011	0.280778	0	0.194794	0.722443	0	0.160258	0.775029	0	0.609534	0.042114	1	0.633385	0.299295	0	0.108067	0.825873	0	0.389659	0.422918	0	0.039729	0.939104	0	0.487916	0.031553	1	0.490632	0.056042	0	2.072853	0.005711	1	0.510281	0.388069	0	0.584958	0.226552	0	0.745253	0.146074	0	764_(e30)	46127.66016	5.1020E+10	2.741839794	104	1.134730611		808.5860	3.0700E+01	6.33	6.311581093		6.31	0.454226302	6.292428467	0.14159944	808.5865	0.085216533	1.0000E+12	808.5865	2099651.25	6.328742178	6.29	432580.5819	809.5937966	1	148173.3311	6.31	[m-h]-	0.187218041	808.5870	196	[m-h]- |[m-h]- +1	1584190.898	7087770.74	196	290	C24H48O3	[M - H]-	C24H48O3	1	8.807916987	8.807916987	0	3	0.17990774	-4.722189043	4.722189043	1.646145819	383.3537	171.19	764_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime171.19scanNumNApre
met_205	-0.112091	0.818518	0	2.131311	0.013971	1	-0.632825	0.222974	0	-0.293119	0.567559	0	0.022277	0.966354	0	-0.317824	0.579007	0	-0.134192	0.643571	0	-0.190716	0.755832	0	0.17104	0.729404	0	-0.711461	0.155303	0	-0.40144	0.423745	0	-0.273814	0.227	0	-0.410209	0.11463	0	-0.304309	0.59626	0	-3.592231	0.000245	1	-0.971652	0.063077	0	0.35935	0.469925	0	845_(e30)	81463.27344	8.6735E+11	2.502551372	7	1.49004066		820.5860	4.1919E+02	6.42	6.406330123		6.41	0.627651551	6.387715219	0.170719619	820.5866	0.103533097	1.0000E+12	820.5866	8353033.5	6.42283169	6.39	1409635.363	821.5938285	1	289120.8263	6.41	[m-h]-	0.22398787	820.5871	196	[m-h]-	5061563.315	25921578.14	196	294	C44H88NO10P	[M - H]-	C44H88NO10P	1	8.20947928	8.20947928	0	3	0.621123516	-2.275707759	2.275707759	1.208623031	820.6083	352.92	845_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime352.92scanNumNApre
met_2055	0.045076	0.92641	0	-2.802988	0.00267	1	-2.064266	0.003639	1	-0.996795	0.098036	0	-0.174064	0.741971	0	-0.294545	0.59267	0	-1.200942	0.000273	1	-0.367644	0.554108	0	0.467992	0.452993	0	0.533977	0.265099	0	-0.035585	0.943796	0	0.294168	0.188257	0	-0.46682	0.099512	0	-2.91637	0.000488	1	-0.90633	0.207357	0	0.372644	0.43262	0	0.680447	0.206974	0	480_(e30)	10351.23242	6.3107E+10	7.961218099	106	1.573020099		768.5544	6.8262E+01	5.28	5.225785857		5.23	0.611014661	5.199413794	0.225232547	768.5549	0.086658074	1.0000E+12	768.5549	15929931	5.275638045	5.20	6790041.635	769.5621608	1	39996.23877	5.23	[m-h]-	0.373533904	768.5555	206	[m-h]- |[m-h]- +1|[m-h]- +2|[m-h]- +3|[m-h]- +4|[m+cl]-	41945950.35	102647698	206	382	C43H80NO8P	[M - H]-	C43H80NO8P	0.999497487	9.345233014	9.345233014	0	3	0.555047271	-2.601138317	2.601138317	1.458972528	768.556	257.24	480_fused_mgf_0243e44ef51142f929ecfaca1c436118_msLevel2retentionTime257.24scanNumNApre
