primary_fbgn,symbol,chrom,start,end,strand,upstream_start,upstream_end,motif_count,motif_positions,motif_eval
FBgn0264743,CG44001,2L,5043270,5048365,+,5041270,5050365,1,5045284,8.0e-12
FBgn0032395,CG6734,2L,12014304,12020960,-,12012304,12022960,0,,
FBgn0031485,CG9643,2L,2978526,2979288,-,2976526,2981288,0,,
FBgn0028419,Kr-h2,2L,6070990,6073961,+,6068990,6075961,0,,
FBgn0083961,CG34125,2L,4965673,4966399,+,4963673,4968399,0,,
FBgn0020304,drongo,2L,833584,851071,-,831584,853071,1,850100,2.5e-11
FBgn0026148,CG12253,2L,10987806,10989241,+,10985806,10991241,0,,
FBgn0264447,CR43865,2L,9372102,9374004,+,9370102,9376004,0,,
FBgn0263037,CG43332,2L,14161144,14163222,-,14159144,14165222,0,,
FBgn0263087,CG43355,2L,11484707,11486949,+,11482707,11488949,1,11488838,6.6e-11
FBgn0002031,l(2)37Cc,2L,19122040,19123869,-,19120040,19125869,0,,
FBgn0051681,CG31681,2L,2285925,2286873,-,2283925,2288873,1,2284440,8.0e-12
FBgn0004811,fs(2)ltoPP43,2L,19792773,19795851,-,19790773,19797851,1,19797441,2.5e-11
FBgn0260639,gammaTub23C,2L,2972892,2974862,+,2970892,2976862,0,,
FBgn0032198,eEF1delta,2L,10232493,10234450,+,10230493,10236450,0,,
FBgn0031655,Marcal1,2L,4955509,4958292,+,4953509,4960292,0,,
FBgn0032287,CG6415,2L,10703621,10704930,+,10701621,10706930,0,,
FBgn0263598,Vha68-2,2L,12974322,12978607,+,12972322,12980607,0,,
FBgn0003475,spir,2L,20311219,20348386,+,20309219,20350386,2,20313859;20318283,1.7e-11;2.5e-11
FBgn0265806,CR44595,2L,12582402,12583550,+,12580402,12585550,0,,
FBgn0051735,CG31735,2L,15895454,15897071,+,15893454,15899071,0,,
FBgn0047133,pncr003:2L,2L,16837987,16841884,+,16835987,16843884,0,,
FBgn0259482,Mob3,2L,10265336,10266570,+,10263336,10268570,0,,
FBgn0032873,CG2614,2L,20656426,20659218,+,20654426,20661218,0,,
FBgn0031478,CG8814,2L,2874872,2877168,+,2872872,2879168,0,,
FBgn0051848,CG31848,2L,13264996,13265876,-,13262996,13267876,0,,
FBgn0053842,His3:CG33842,2L,21499920,21500448,+,21497920,21502448,0,,
FBgn0262616,CR43142,2L,6972243,6972796,+,6970243,6974796,0,,
FBgn0260861,Trs23,2L,8686231,8687052,+,8684231,8689052,0,,
FBgn0025687,LKR,2L,7791406,7795958,-,7789406,7797958,0,,
FBgn0086038,snoRNA:Me28S-C1237,2L,16528823,16528922,-,16526823,16530922,0,,
FBgn0032345,CG14921,2L,11120641,11121683,-,11118641,11123683,1,11118759,1.7e-11
FBgn0265809,CR44598,2L,12570672,12571157,-,12568672,12573157,0,,
FBgn0250843,Prosalpha6,2L,10221353,10222503,+,10219353,10224503,0,,
FBgn0031606,CG15439,2L,4449295,4453038,-,4447295,4455038,1,4448520,2.5e-11
FBgn0031837,CG11320,2L,6617134,6621700,-,6615134,6623700,0,,
FBgn0032280,CG17105,2L,10681047,10681463,+,10679047,10683463,0,,
FBgn0085395,Shawl,2L,9370309,9415156,-,9368309,9417156,2,9381010;9400742,1.7e-11;2.5e-11
FBgn0262358,CG43056,2L,4437787,4438201,+,4435787,4440201,0,,
FBgn0260452,CG13984,2L,6308819,6309475,+,6306819,6311475,0,,
FBgn0263331,CR43412,2L,15989756,15989957,+,15987756,15991957,0,,
FBgn0261514,NimA,2L,13957539,13963381,+,13955539,13965381,0,,
FBgn0032843,CG10730,2L,20070081,20072248,-,20068081,20074248,1,20070635,6.6e-11
FBgn0002023,Lim3,2L,19079256,19108427,-,19077256,19110427,2,19084278;19099507,1.7e-11;2.5e-11
FBgn0032590,CG4631,2L,16607370,16610037,+,16605370,16612037,0,,
FBgn0265944,CR44731,2L,14486040,14486752,+,14484040,14488752,0,,
FBgn0032455,CG5792,2L,12713276,12721843,-,12711276,12723843,0,,
FBgn0263328,CR43409,2L,11290632,11291077,-,11288632,11293077,0,,
FBgn0264845,Tep5,2L,19558047,19563049,+,19556047,19565049,1,19558963,1.7e-11
FBgn0259735,CG42389,2L,16545016,16663218,+,16543016,16665218,2,16543296;16645592,8.0e-12;2.5e-11
FBgn0032824,CG13962,2L,19813704,19814532,-,19811704,19816532,0,,
FBgn0262430,mir-9c,2L,16697924,16698015,+,16695924,16700015,0,,
FBgn0262177,mir-375,2L,857542,857632,+,855542,859632,0,,
FBgn0011862,tRNA:G3:35Ba,2L,14518091,14518161,+,14516091,14520161,0,,
FBgn0032789,CG13083,2L,19487490,19488691,+,19485490,19490691,0,,
FBgn0032858,CG10949,2L,20415173,20416768,-,20413173,20418768,0,,
FBgn0011902,tRNA:K5:29A,2L,8290727,8290799,+,8288727,8292799,1,8290096,2.5e-11
FBgn0051633,CG31633,2L,6654760,6656321,-,6652760,6658321,0,,
FBgn0031604,Elp3,2L,4444732,4446765,+,4442732,4448765,1,4448520,2.5e-11
FBgn0053511,CG33511,2L,21081127,21082494,-,21079127,21084494,1,21079627,8.0e-12
FBgn0016054,phr6-4,2L,20643351,20645791,-,20641351,20647791,0,,
FBgn0032167,CG5853,2L,9940773,9947407,-,9938773,9949407,0,,
FBgn0263533,mir-4973,2L,20562298,20562448,+,20560298,20564448,0,,
FBgn0053641,CG33641,2L,13529042,13529821,+,13527042,13531821,0,,
FBgn0262814,CG43185,2L,5884888,5885491,+,5882888,5887491,0,,
FBgn0053851,His3:CG33851,2L,21515062,21515590,+,21513062,21517590,0,,
FBgn0053882,His2B:CG33882,2L,21502798,21503392,-,21500798,21505392,0,,
FBgn0031930,CG7025,2L,7691109,7692683,-,7689109,7694683,0,,
FBgn0032246,CG5168,2L,10423291,10425482,+,10421291,10427482,0,,
FBgn0010097,gammaTub37C,2L,19183863,19185726,-,19181863,19187726,0,,
FBgn0262194,mir-2489,2L,13609974,13610068,+,13607974,13612068,0,,
FBgn0032713,CG17323,2L,18823574,18826553,+,18821574,18828553,0,,
FBgn0263773,fok,2L,20079270,20085064,-,20077270,20087064,0,,
FBgn0085422,CG34393,2L,3175112,3200496,-,3173112,3202496,0,,
FBgn0265960,CR44747,2L,3563308,3563502,-,3561308,3565502,0,,
FBgn0032104,aust,2L,9250088,9251042,-,9248088,9253042,0,,
FBgn0032915,CG12050,2L,21094966,21102429,-,21092966,21104429,0,,
FBgn0024740,Lip2,2L,10701940,10709453,-,10699940,10711453,1,10710716,2.5e-11
FBgn0053894,His2B:CG33894,2L,21472418,21473012,-,21470418,21475012,0,,
FBgn0264432,CG43850,2L,13415677,13420602,+,13413677,13422602,0,,
FBgn0264367,CR43819,2L,17085650,17086170,+,17083650,17088170,0,,
FBgn0031634,Ir25a,2L,4830846,4835300,-,4828846,4837300,0,,
FBgn0262413,mir-9b,2L,16698744,16698834,+,16696744,16700834,0,,
FBgn0053877,His4:CG33877,2L,21514466,21514878,-,21512466,21516878,0,,
FBgn0032129,jp,2L,9547720,9566750,-,9545720,9568750,0,,
FBgn0032166,CG4619,2L,9938863,9941099,+,9936863,9943099,0,,
FBgn0022153,l(2)k05819,2L,4394196,4400487,+,4392196,4402487,1,4397278,6.6e-11
FBgn0032297,CG17124,2L,10744075,10756325,-,10742075,10758325,0,,
FBgn0032889,CG9331,2L,20822928,20827724,+,20820928,20829724,0,,
FBgn0051700,CR31700,2L,22066517,22067170,+,22064517,22069170,0,,
FBgn0025674,CycK,2L,22128264,22130142,-,22126264,22132142,0,,
FBgn0003016,osp,2L,14599776,14689325,-,14597776,14691325,1,14650197,1.7e-11
FBgn0000307,chif,2L,16342430,16352628,-,16340430,16354628,1,16344397,6.6e-11
FBgn0032464,Vha68-3,2L,12978786,12981293,+,12976786,12983293,0,,
FBgn0085193,CG34164,2L,12056348,12058251,+,12054348,12060251,0,,
FBgn0031517,CG15406,2L,3309222,3311682,+,3307222,3313682,0,,
FBgn0016675,Lectin-galC1,2L,19417447,19418274,+,19415447,19420274,0,,
FBgn0031537,sec5,2L,3457329,3460371,+,3455329,3462371,0,,
FBgn0261802,CG42748,2L,22131221,22166221,+,22129221,22168221,1,22166414,6.6e-11
FBgn0031883,CG11266,2L,7032721,7037878,+,7030721,7039878,1,7036644,2.5e-11
FBgn0040064,yip2,2L,9915253,9917220,+,9913253,9919220,0,,
FBgn0264085,CR43754,2L,2283785,2285003,-,2281785,2287003,1,2284440,8.0e-12
FBgn0051943,tRNA:CR31943,2L,2009155,2009226,+,2007155,2011226,0,,
FBgn0032986,CG3262,2L,22239916,22246988,+,22237916,22248988,1,22247688,2.5e-11
FBgn0032635,CG15141,2L,17410641,17413499,+,17408641,17415499,0,,
FBgn0031323,CG5139,2L,1198465,1199204,-,1196465,1201204,0,,
FBgn0031999,CG8419,2L,8206171,8209637,+,8204171,8211637,0,,
FBgn0031904,CG5149,2L,7384486,7388253,-,7382486,7390253,0,,
FBgn0265446,CR44346,2L,17361039,17361511,+,17359039,17363511,0,,
FBgn0015623,Cpr,2L,6338836,6346280,+,6336836,6348280,0,,
FBgn0265671,CR44478,2L,18145098,18145499,+,18143098,18147499,0,,
FBgn0032025,CG7778,2L,8346620,8350197,+,8344620,8352197,0,,
FBgn0014019,Rh5,2L,12008153,12009832,+,12006153,12011832,1,12006998,2.5e-11
FBgn0264443,CG43861,2L,19969484,20017282,-,19967484,20019282,2,19983187;20008510,2.5e-11;2.5e-11
FBgn0262683,CG43153,2L,11521765,11522776,-,11519765,11524776,0,,
FBgn0083972,CG34136,2L,21096922,21098932,+,21094922,21100932,0,,
FBgn0025742,mtm,2L,6034796,6036937,-,6032796,6038937,0,,
FBgn0000320,eya,2L,6527447,6546976,-,6525447,6548976,1,6545989,2.5e-11
FBgn0031848,CG11329,2L,6676649,6677625,-,6674649,6679625,0,,
FBgn0261699,CR42735,2L,6271024,6271468,+,6269024,6273468,1,6270688,2.5e-11
FBgn0032725,Nedd8,2L,18951006,18951837,-,18949006,18953837,0,,
FBgn0031424,VGlut,2L,2391660,2410662,+,2389660,2412662,1,2394318,2.5e-11
FBgn0021800,Reph,2L,3803545,3810671,+,3801545,3812671,2,3801810;3802512,2.5e-11;1.7e-11
FBgn0032030,Wdr82,2L,8374461,8375549,+,8372461,8377549,0,,
FBgn0000559,Ef2b,2L,21678050,21682116,-,21676050,21684116,0,,
FBgn0031436,CG3214,2L,2579201,2580172,-,2577201,2582172,0,,
FBgn0026756,Ugt37a1,2L,20372409,20374083,-,20370409,20376083,0,,
FBgn0265814,CR44603,2L,1618637,1626021,-,1616637,1628021,0,,
FBgn0053309,CG33309,2L,14810788,14812585,+,14808788,14814585,0,,
FBgn0031307,MFS3,2L,1143201,1147395,+,1141201,1149395,0,,
FBgn0028844,CG15283,2L,14450282,14450922,-,14448282,14452922,0,,
FBgn0015600,toc,2L,3068345,3144786,-,3066345,3146786,2,3086240;3133838,2.5e-11;8.0e-12
FBgn0051613,His3:CG31613,2L,21425193,21425721,+,21423193,21427721,0,,
FBgn0011865,tRNA:G3:35Bd,2L,14530546,14530616,-,14528546,14532616,0,,
FBgn0028970,betaggt-II,2L,2879112,2880708,+,2877112,2882708,0,,
FBgn0032313,CG14070,2L,10900501,10901785,-,10898501,10903785,1,10902118,6.6e-11
FBgn0031414,eys,2L,2311680,2358944,+,2309680,2360944,2,2340602;2341625,2.5e-11;1.7e-11
FBgn0032338,CG16854,2L,11086721,11090680,+,11084721,11092680,1,11085832,1.7e-11
FBgn0264344,CG43800,2L,7232165,7232813,-,7230165,7234813,0,,
FBgn0262148,CR42874,2L,1989450,1990894,+,1987450,1992894,0,,
FBgn0262036,CG42847,2L,9427912,9428740,+,9425912,9430740,0,,
FBgn0025109,Bem46,2L,2988116,2990075,+,2986116,2992075,0,,
FBgn0031547,Sr-CIV,2L,3522521,3524056,-,3520521,3526056,0,,
FBgn0031626,CG15631,2L,4732413,4734458,-,4730413,4736458,0,,
FBgn0032271,CG7329,2L,10629352,10638471,-,10627352,10640471,1,10633844,8.0e-12
FBgn0032644,CG5131,2L,17484501,17485624,+,17482501,17487624,0,,
FBgn0053831,His1:CG33831,2L,21481345,21482367,+,21479345,21484367,0,,
FBgn0031431,CG3515,2L,2551145,2552825,-,2549145,2554825,1,2551742,1.7e-11
FBgn0032774,CG17549,2L,19387050,19390075,-,19385050,19392075,0,,
FBgn0052983,CG32983,2L,8865850,8866670,+,8863850,8868670,1,8867127,8.0e-12
FBgn0263842,CG43703,2L,3765519,3765825,+,3763519,3767825,2,3765573;3767486,1.7e-11;2.5e-11
FBgn0031496,CG17258,2L,3032210,3035348,-,3030210,3037348,0,,
FBgn0032191,CG5734,2L,10204757,10206961,-,10202757,10208961,0,,
FBgn0002938,ninaC,2L,7377702,7384344,+,7375702,7386344,0,,
FBgn0003936,snRNA:U5:35D,2L,15751557,15751682,-,15749557,15753682,0,,
FBgn0041183,Tep1,2L,15888640,15893811,-,15886640,15895811,1,15892489,8.0e-12
FBgn0083028,snoRNA:Psi18S-525k,2L,5202383,5202522,+,5200383,5204522,0,,
FBgn0004507,GlyP,2L,2130813,2137296,+,2128813,2139296,1,2129896,2.5e-11
FBgn0051885,tRNA:CR31885,2L,9236521,9236594,-,9234521,9238594,0,,
FBgn0031973,Spn28Dc,2L,8004548,8007253,-,8002548,8009253,0,,
FBgn0031466,CG3119,2L,2834887,2837833,-,2832887,2839833,1,2839199,1.7e-11
FBgn0032536,Ance-3,2L,13914725,13955757,+,13912725,13957757,0,,
FBgn0051698,CG31698,2L,3173283,3173826,-,3171283,3175826,0,,
FBgn0045501,Gr22a,2L,1793668,1794917,-,1791668,1796917,0,,
FBgn0004191,snRNA:U2:34ABa,2L,13211925,13212116,-,13209925,13214116,0,,
FBgn0031247,CG11562,2L,292419,293222,+,290419,295222,1,291582,1.7e-11
FBgn0032428,CG6405,2L,12424904,12426440,+,12422904,12428440,0,,
FBgn0031365,CG17650,2L,1758286,1759093,-,1756286,1761093,0,,
FBgn0045497,Gr22e,2L,1784062,1785286,+,1782062,1787286,0,,
FBgn0259950,CG42460,2L,3387898,3388496,-,3385898,3390496,0,,
FBgn0032891,Oseg5,2L,20832849,20835840,-,20830849,20837840,0,,
FBgn0262782,Mdh1,2L,10393847,10396275,-,10391847,10398275,1,10398152,2.5e-11
FBgn0001174,halo,2L,1517533,1518148,-,1515533,1520148,0,,
FBgn0032733,CG15170,2L,18988268,18990233,-,18986268,18992233,0,,
FBgn0032553,CG4480,2L,14870371,14872022,-,14868371,14874022,0,,
FBgn0265949,CR44736,2L,16203110,16203476,+,16201110,16205476,1,16204462,2.5e-11
FBgn0031381,Npc2a,2L,1988290,1988940,+,1986290,1990940,0,,
FBgn0032377,CG14937,2L,11792412,11794086,-,11790412,11796086,0,,
FBgn0010395,Itgbetanu,2L,21053033,21058044,+,21051033,21060044,0,,
FBgn0031778,CR9162,2L,6078453,6079736,+,6076453,6081736,0,,
FBgn0032665,CG15152,2L,18114547,18115220,+,18112547,18117220,0,,
FBgn0028534,CG7916,2L,13846758,13847799,+,13844758,13849799,0,,
FBgn0032447,PICK1,2L,12695033,12698917,+,12693033,12700917,0,,
FBgn0085407,Pvf3,2L,7098188,7157695,-,7096188,7159695,2,7104503;7127078,2.5e-11;8.0e-12
FBgn0025724,beta'Cop,2L,13378902,13382382,+,13376902,13384382,1,13377773,6.6e-11
FBgn0051890,tRNA:CR31890,2L,8683451,8683522,+,8681451,8685522,0,,
FBgn0014179,gcm,2L,9579498,9581745,-,9577498,9583745,0,,
FBgn0031298,Atg4,2L,1080911,1083378,+,1078911,1085378,0,,
FBgn0032085,CG9555,2L,8991967,8993632,+,8989967,8995632,1,8992780,8.0e-12
FBgn0263323,CR43404,2L,9364297,9364991,+,9362297,9366991,1,9362330,8.0e-12
FBgn0031954,CG14537,2L,7840481,7841262,+,7838481,7843262,0,,
FBgn0028870,CG4691,2L,14760767,14761924,+,14758767,14763924,0,,
FBgn0031861,CG17375,2L,6804324,6805792,-,6802324,6807792,0,,
FBgn0032215,CG5385,2L,10311050,10312099,-,10309050,10314099,0,,
FBgn0028519,CG4500,2L,14027010,14029368,+,14025010,14031368,0,,
FBgn0063449,Uhg2,2L,9893805,9895003,-,9891805,9897003,0,,
FBgn0016660,H15,2L,5404342,5415928,+,5402342,5417928,0,,
FBgn0065107,snmRNA:128,2L,5196035,5196097,+,5194035,5198097,0,,
FBgn0264340,CG43796,2L,8482374,8483005,+,8480374,8485005,1,8483985,2.5e-11
FBgn0031719,CG18269,2L,5551838,5552756,+,5549838,5554756,0,,
FBgn0032471,CG5122,2L,13130591,13134804,+,13128591,13136804,0,,
FBgn0263386,CG43438,2L,11536145,11536844,+,11534145,11538844,0,,
FBgn0031741,CG11034,2L,5805395,5809063,+,5803395,5811063,0,,
FBgn0051861,CG31861,2L,12161795,12162605,+,12159795,12164605,0,,
FBgn0003963,ush,2L,476220,540560,+,474220,542560,4,489840;530536;534772;536451,6.6e-11;2.5e-11;8.0e-12;1.7e-11
FBgn0052986,CG32986,2L,8862776,8863743,+,8860776,8865743,0,,
FBgn0051851,CG31851,2L,13257477,13258336,+,13255477,13260336,0,,
FBgn0031452,Cwc25,2L,2745098,2746944,+,2743098,2748944,0,,
FBgn0053899,His4:CG33899,2L,21458853,21459265,-,21456853,21461265,0,,
FBgn0003145,prd,2L,12082995,12085827,-,12080995,12087827,0,,
FBgn0265075,CR44186,2L,136144,136701,+,134144,138701,0,,
FBgn0032305,CG6700,2L,10837732,10842597,-,10835732,10844597,0,,
FBgn0032878,CG9316,2L,20724209,20726551,-,20722209,20728551,0,,
FBgn0032017,CG7810,2L,8309876,8311195,-,8307876,8313195,1,8310666,2.5e-11
FBgn0264437,CR43855,2L,8590370,8594489,-,8588370,8596489,0,,
FBgn0264351,CR43807,2L,10862194,10864697,-,10860194,10866697,0,,
FBgn0028398,Taf10,2L,2767890,2768612,+,2765890,2770612,0,,
FBgn0042186,CG17239,2L,2251510,2252341,-,2249510,2254341,0,,
FBgn0021796,Tor,2L,13004480,13013197,+,13002480,13015197,0,,
FBgn0031943,CG14538,2L,7756317,7756934,+,7754317,7758934,0,,
FBgn0032624,CG6304,2L,17011548,17013054,-,17009548,17015054,2,17012267;17012915,1.7e-11;1.7e-11
FBgn0003979,Vm26Aa,2L,5959596,5960340,-,5957596,5962340,0,,
FBgn0264978,Slh,2L,2488197,2492671,-,2486197,2494671,0,,
FBgn0002036,CG10561,2L,19114401,19116571,+,19112401,19118571,0,,
FBgn0031261,nAcRbeta-21C,2L,545129,547096,+,543129,549096,0,,
FBgn0031894,CG4496,2L,7185461,7190010,-,7183461,7192010,0,,
FBgn0043841,vir-1,2L,12403270,12423439,-,12401270,12425439,0,,
FBgn0024244,drm,2L,3539247,3548423,+,3537247,3550423,0,,
FBgn0032945,CG8665,2L,21371227,21377995,+,21369227,21379995,1,21375661,1.7e-11
FBgn0031401,papi,2L,2220748,2225544,+,2218748,2227544,0,,
FBgn0026431,Grip75,2L,10483295,10485857,+,10481295,10487857,0,,
FBgn0028879,CG15270,2L,15074776,15096915,+,15072776,15098915,0,,
FBgn0032370,CG12307,2L,11651331,11652010,-,11649331,11654010,0,,
FBgn0012016,tRNA:Y1:22Fa,2L,2462593,2462686,+,2460593,2464686,0,,
FBgn0032660,elfless,2L,18009643,18011475,-,18007643,18013475,0,,
FBgn0031670,CG3887,2L,5010922,5012127,+,5008922,5014127,0,,
FBgn0260011,NimC4,2L,14047582,14048863,+,14045582,14050863,0,,
FBgn0259936,Uhg3,2L,20647533,20648848,+,20645533,20650848,0,,
FBgn0040211,hgo,2L,11136395,11138567,+,11134395,11140567,0,,
FBgn0042627,v(2)k05816,2L,3043895,3056143,+,3041895,3058143,1,3047330,1.7e-11
FBgn0264266,CR43766,2L,9848289,9848794,+,9846289,9850794,0,,
FBgn0262374,mir-2b-1,2L,8258616,8258692,-,8256616,8260692,0,,
FBgn0028941,CG16853,2L,13542268,13543633,+,13540268,13545633,0,,
FBgn0032846,CG10721,2L,20091435,20093152,+,20089435,20095152,1,20090143,8.0e-12
FBgn0045842,yuri,2L,15257267,15264969,-,15255267,15266969,0,,
FBgn0032110,CG3748,2L,9342832,9344777,+,9340832,9346777,0,,
FBgn0265414,CR44326,2L,6985961,6986750,+,6983961,6988750,0,,
FBgn0031239,CG17075,2L,259949,267505,-,257949,269505,0,,
FBgn0260749,Utx,2L,10272325,10278811,-,10270325,10280811,0,,
FBgn0051940,tRNA:CR31940,2L,2010869,2010940,-,2008869,2012940,1,2011395,2.5e-11
FBgn0032691,Atac2,2L,18609572,18612242,-,18607572,18614242,0,,
FBgn0014857,His3.3A,2L,5055058,5056149,+,5053058,5058149,0,,
FBgn0011708,Syx5,2L,16307346,16309274,+,16305346,16311274,0,,
FBgn0264952,CR44121,2L,8205778,8206044,-,8203778,8208044,0,,
FBgn0031723,CG7251,2L,5587149,5588414,-,5585149,5590414,0,,
FBgn0032803,CG13082,2L,19538429,19539910,+,19536429,19541910,0,,
FBgn0053874,His2B:CG33874,2L,21522775,21523369,-,21520775,21525369,0,,
FBgn0020497,emb,2L,8403573,8408853,+,8401573,8410853,0,,
FBgn0032294,Vha16-5,2L,10736319,10737043,-,10734319,10739043,0,,
FBgn0031676,CG14040,2L,5052843,5054575,+,5050843,5056575,0,,
FBgn0031695,Cyp4ac3,2L,5268498,5270329,+,5266498,5272329,0,,
FBgn0031601,Dim1,2L,4403251,4403955,+,4401251,4405955,0,,
FBgn0053823,His2A:CG33823,2L,21468098,21468590,+,21466098,21470590,0,,
FBgn0083036,snoRNA:Psi18S-525c,2L,20418834,20418967,+,20416834,20420967,0,,
FBgn0031799,Pez,2L,6332881,6338671,-,6330881,6340671,0,,
FBgn0031302,CG14340,2L,1112941,1114138,+,1110941,1116138,0,,
FBgn0032964,CG11630,2L,21782046,21784065,-,21780046,21786065,0,,
FBgn0027609,morgue,2L,4442870,4444680,-,4440870,4446680,0,,
FBgn0032506,CG9395,2L,13349823,13355073,-,13347823,13357073,0,,
FBgn0027560,Tps1,2L,4388327,4392778,+,4386327,4394778,0,,
FBgn0001977,l(2)35Bg,2L,15036293,15038857,-,15034293,15040857,0,,
FBgn0264922,smt3,2L,6966780,6967644,-,6964780,6969644,0,,
FBgn0053905,His4:CG33905,2L,21434703,21435115,-,21432703,21437115,0,,
FBgn0028540,CG9008,2L,13774340,13780163,-,13772340,13782163,1,13772954,2.5e-11
FBgn0031882,Rab30,2L,7030493,7032606,-,7028493,7034606,0,,
FBgn0000120,Arr1,2L,18078269,18081187,+,18076269,18083187,0,,
FBgn0011230,poe,2L,8054322,8071624,-,8052322,8073624,0,,
FBgn0263489,unsRNA:d-a,2L,8485725,8485925,+,8483725,8487925,1,8483985,2.5e-11
FBgn0053645,CG33645,2L,13532872,13533454,+,13530872,13535454,0,,
FBgn0032769,CG10750,2L,19300255,19301600,+,19298255,19303600,0,,
FBgn0041250,Gr21a,2L,780482,782885,+,778482,784885,0,,
FBgn0051797,CG31797,2L,19259432,19262225,-,19257432,19264225,0,,
FBgn0263871,CR43718,2L,396120,396571,+,394120,398571,1,394284,2.5e-11
FBgn0040984,CG4440,2L,16329925,16330521,+,16327925,16332521,0,,
FBgn0032218,CG5381,2L,10317497,10323102,-,10315497,10325102,1,10317700,1.7e-11
FBgn0031990,CG8552,2L,8134247,8159575,-,8132247,8161575,1,8151844,1.7e-11
FBgn0261560,Thor,2L,3478434,3479612,+,3476434,3481612,1,3480075,8.0e-12
FBgn0003751,trk,2L,10271443,10272324,-,10269443,10274324,0,,
FBgn0015834,Trip1,2L,4966367,4967775,-,4964367,4969775,0,,
FBgn0250826,CG34160,2L,10579753,10580324,+,10577753,10582324,0,,
FBgn0260817,gkt,2L,3159950,3162399,+,3157950,3164399,0,,
FBgn0084001,CG41434,2L,22037860,22039772,+,22035860,22041772,1,22036919,2.5e-11
FBgn0031492,CG3542,2L,3023226,3026439,+,3021226,3028439,1,3025410,8.0e-12
FBgn0265823,CR44612,2L,7142304,7145263,+,7140304,7147263,0,,
FBgn0028912,tRNA:P:35Ba,2L,14598859,14598930,+,14596859,14600930,0,,
FBgn0026391,Or33b,2L,11936181,11937501,+,11934181,11939501,0,,
FBgn0263080,CG43348,2L,1199412,1199924,+,1197412,1201924,0,,
FBgn0031240,CG3345,2L,269088,271626,+,267088,273626,0,,
FBgn0031540,CG3238,2L,3467416,3470007,-,3465416,3472007,1,3466669,1.7e-11
FBgn0265824,CR44613,2L,7177879,7178171,-,7175879,7180171,0,,
FBgn0086357,Sec61alpha,2L,6477182,6480466,-,6475182,6482466,0,,
FBgn0032516,CG9293,2L,13385848,13387312,-,13383848,13389312,1,13385980,2.5e-11
FBgn0051955,CG31955,2L,3712154,3712866,-,3710154,3714866,0,,
FBgn0265908,CR44697,2L,4347501,4347954,+,4345501,4349954,0,,
FBgn0053855,His1:CG33855,2L,21521616,21522638,+,21519616,21524638,0,,
FBgn0265269,CG15425,2L,4257572,4258425,+,4255572,4260425,0,,
FBgn0265677,CR44484,2L,3268269,3268646,+,3266269,3270646,0,,
FBgn0028906,CG17341,2L,14134491,14160587,+,14132491,14162587,1,14153153,2.5e-11
FBgn0026390,Or33c,2L,11937969,11939202,+,11935969,11941202,0,,
FBgn0000250,cact,2L,16313036,16326207,-,16311036,16328207,0,,
FBgn0032436,CG5418,2L,12451945,12453242,-,12449945,12455242,0,,
FBgn0264364,CG43816,2L,16004325,16005461,+,16002325,16007461,1,16003460,2.5e-11
FBgn0004915,TfIIB,2L,10431338,10433116,+,10429338,10435116,0,,
FBgn0051792,CG31792,2L,18997448,19002713,+,18995448,19004713,0,,
FBgn0051849,CG31849,2L,13180398,13182596,-,13178398,13184596,0,,
FBgn0263612,CR43621,2L,9584670,9586044,-,9582670,9588044,0,,
FBgn0082980,snoRNA:Psi28S-2996,2L,22428190,22428325,-,22426190,22430325,1,22428060,1.7e-11
FBgn0051915,CG31915,2L,5528087,5530682,+,5526087,5532682,0,,
FBgn0051642,CG31642,2L,6118512,6120522,+,6116512,6122522,0,,
FBgn0085343,CG34314,2L,2573436,2575052,-,2571436,2577052,0,,
FBgn0053509,CG33509,2L,21084605,21086506,-,21082605,21088506,0,,
FBgn0004374,neb,2L,20075757,20089698,+,20073757,20091698,2,20089126;20090143,1.7e-11;8.0e-12
FBgn0243513,cnir,2L,3038826,3039812,-,3036826,3041812,1,3039100,2.5e-11
FBgn0259201,CG42305,2L,18813009,18813941,+,18811009,18815941,0,,
FBgn0040098,lectin-29Ca,2L,8393489,8394280,-,8391489,8396280,0,,
FBgn0086130,Dbp21E2,2L,811584,813380,+,809584,815380,0,,
FBgn0263322,CG43403,2L,2620187,2620782,+,2618187,2622782,0,,
FBgn0262375,mir-1005,2L,4343696,4343756,+,4341696,4345756,0,,
FBgn0028523,CG5888,2L,16400175,16448469,-,16398175,16450469,4,16401437;16411515;16414186;16420375,8.0e-12;8.0e-12;1.7e-11;1.7e-11
FBgn0032816,Nf-YB,2L,19736042,19737088,+,19734042,19739088,1,19738350,1.7e-11
FBgn0051646,CG31646,2L,5626291,5658553,-,5624291,5660553,1,5650955,1.7e-11
FBgn0031251,CG4213,2L,396595,402198,-,394595,404198,0,,
FBgn0265549,CR44399,2L,17939019,17939715,-,17937019,17941715,0,,
FBgn0262406,let-7,2L,18472034,18472111,+,18470034,18474111,0,,
FBgn0265087,CR44198,2L,13118872,13119288,-,13116872,13121288,0,,
FBgn0045064,bwa,2L,20066370,20073719,+,20064370,20075719,1,20070635,6.6e-11
FBgn0263198,Acn,2L,19045355,19048817,+,19043355,19050817,0,,
FBgn0031258,CG4297,2L,458876,475016,-,456876,477016,1,469729,1.7e-11
FBgn0086902,kis,2L,210735,250823,-,208735,252823,2,212128;251462,6.6e-11;8.0e-12
